"nrhus";"nuvirdi";"teg_eign";"ibm2";"matssvaedi";"gaedi"
1741;64697,1;"einbylishus";361,3;"Mosfellsbaer";1,679
1742;31889;"ibudareign";86,4;"Hafnarfjordur";3,637
1743;65588,9;"Parhus";177,2;"Kopavogur";3,028
1744;44813,6;"ibudareign";120,3;"Hafnarfjordur";3,71
1745;51424,1;"einbylishus";140;"Hafnarfjordur";3,657
1746;44943,6;"ibudareign";141,8;"Mosfellsbaer";2,647
1747;30959,5;"ibudareign";93;"Fossvogur";2,863
1748;21528;"ibudareign";83;"Seltjarnanes";2,161
1749;29733,6;"ibudareign";91,4;"Hafnarfjordur";3,062
1750;38062,7;"ibudareign";93,8;"Vesturbaer";3,546
1751;19892,6;"ibudareign";45;"Hlidar";3,391
1752;29854,5;"ibudareign";96,5;"Gardabaer";2,738
1753;33471,1;"ibudareign";77,7;"Kopavogur";3,585
1754;29698,5;"ibudareign";78,7;"Kopavogur";3,166
1755;22596,6;"ibudareign";95;"Breidholt";1,969
1756;37427;"radhus";135,9;"LaugarneshverfiVogar";2,268
1757;20458,1;"ibudareign";62,3;"Grafarvogur";2,968
1758;14574,3;"ibudareign";68,1;"Breidholt";1,762
1759;14553,5;"ibudareign";49,1;"Arbaer";2,297
1760;19364,8;"ibudareign";65,9;"Hafnarfjordur";2,636
1761;54875,6;"einbylishus";200,1;"LaugarneshverfiVogar";2,692
1762;41330,9;"ibudareign";79,5;"Gerdin";3,841
1763;20403,5;"ibudareign";47;"LaugarneshverfiVogar";3,758
1764;49983,7;"einbylishus";148;"Mosfellsbaer";3,202
1765;47746,4;"Parhus";138;"Mosfellsbaer";3,218
1766;24931,4;"ibudareign";83,5;"LaugarneshverfiVogar";2,508
1767;21223,8;"ibudareign";44,1;"Midbaer";2,95
1768;32034,6;"ibudareign";69,9;"Midbaer";2,993
1769;26496,6;"ibudareign";73,6;"Midbaer";2,095
1770;74727,9;"ibudareign";124,4;"Midbaer";4,275
1771;45454,5;"radhus";210,6;"Breidholt";1,616
1772;61942,4;"einbylishus";158,1;"Grafarvogur";3,601
1773;40014;"ibudareign";119,1;"Grafarholt";3,038
1774;44584,8;"einbylishus";98,4;"Gerdin";4,001
1775;22153,3;"ibudareign";67;"Midbaer";1,963
1776;62879,7;"radhus";180,1;"Fossvogur";2,967
1777;24960;"ibudareign";108,1;"Arbaer";1,944
1778;33503,6;"ibudareign";79,7;"LaugarneshverfiVogar";3,907
1779;53761,5;"radhus";112,7;"Gardabaer";4,209
1780;18668;"ibudareign";62,2;"Kopavogur";2,761
1781;30527,9;"ibudareign";73;"LaugarneshverfiVogar";3,428
1782;26566,8;"ibudareign";90,1;"Grafarvogur";2,746
1783;26637;"ibudareign";88,8;"Breidholt";2,362
1784;34979,1;"ibudareign";99,7;"Hafnarfjordur";3,284
1785;24297;"ibudareign";68,6;"Gardabaer";3,152
1786;28473,9;"ibudareign";68,9;"Arbaer";3,359
1787;48646;"ibudareign";122,9;"LaugarneshverfiVogar";3,399
1788;27760,2;"ibudareign";106,7;"Hafnarfjordur";2,243
1789;25641,2;"ibudareign";84,2;"Hafnarfjordur";2,858
1790;27950;"ibudareign";88,4;"Hafnarfjordur";3,202
1791;65569,4;"Parhus";179;"Hafnarfjordur";3,565
1792;37667,5;"ibudareign";102,5;"Kopavogur";3,466
1793;27768;"ibudareign";104,2;"Kopavogur";2,538
1794;24707,8;"ibudareign";70,3;"Hafnarfjordur";3,353
1795;30618,9;"ibudareign";72,4;"Seltjarnanes";3,468
1796;35081,8;"ibudareign";105,8;"Hlidar";2,478
1797;30035,2;"ibudareign";92,2;"Grafarvogur";3,299
1798;84180,2;"Parhus";235,8;"Seltjarnanes";2,785
1799;28511,6;"ibudareign";69,7;"Midbaer";2,392
1800;41928,9;"radhus";137,4;"Arbaer";2,541
1801;28353;"ibudareign";100,8;"Hafnarfjordur";2,457
1802;73434,4;"radhus";171,9;"Gardabaer";4,043
1803;34312,2;"ibudareign";86,7;"Hafnarfjordur";3,895
1804;31515,9;"ibudareign";91,7;"Gardabaer";3,254
1805;34019,7;"ibudareign";104,4;"Kopavogur";2,755
1806;24897,6;"ibudareign";74,8;"Kopavogur";2,795
1807;26507;"ibudareign";66,1;"Vesturbaer";3,03
1808;27037,4;"ibudareign";86,9;"Haaleiti";2,745
1809;26712,4;"ibudareign";93,9;"Grafarvogur";2,729
1810;35639,5;"ibudareign";94,1;"Midbaer";2,472
1811;28914,6;"ibudareign";80,7;"Kopavogur";3,039
1812;25706,2;"ibudareign";88,9;"LaugarneshverfiVogar";2,865
1813;44935,8;"ibudareign";131,6;"Grafarvogur";2,951
1814;62176,4;"einbylishus";208,6;"Grafarvogur";3,029
1815;28975,7;"ibudareign";90,8;"Kopavogur";2,808
1816;17810;"ibudareign";62,2;"Kopavogur";2,429
1817;21422,7;"ibudareign";59,4;"LaugarneshverfiVogar";3,368
1818;21840;"ibudareign";69,1;"Vesturbaer";2,401
1820;30540,9;"ibudareign";80,4;"Kopavogur";3,492
1821;26262,6;"ibudareign";78,3;"Breidholt";2,817
1822;36385,7;"ibudareign";100,8;"LaugarneshverfiVogar";3,3
1823;29217,5;"ibudareign";62,7;"Fossvogur";4,38
1824;26189,8;"ibudareign";85,6;"Hafnarfjordur";2,753
1825;36922,6;"ibudareign";119;"Hafnarfjordur";3,029
1826;26625,3;"ibudareign";58,8;"Kopavogur";3,808
1827;27380,6;"ibudareign";104,2;"Kopavogur";2,057
1828;29770;"ibudareign";97,9;"Kopavogur";2,902
1829;54285,4;"radhus";156,4;"Grafarvogur";3,04
1830;32428,5;"ibudareign";75,7;"Midbaer";2,467
1831;72445,1;"radhus";214,6;"LaugarneshverfiVogar";3,144
1832;55433,3;"radhus";149,2;"Mosfellsbaer";3,534
1833;22345,7;"ibudareign";58;"Hafnarfjordur";3,478
1834;26811,2;"ibudareign";77,3;"Haaleiti";2,912
1835;53774,5;"ibudareign";128,6;"LaugarneshverfiVogar";4,096
1836;20237,1;"ibudareign";63,6;"Hafnarfjordur";3,057
1837;22826,7;"ibudareign";76,4;"LaugarneshverfiVogar";2,411
1838;24164,4;"ibudareign";73,5;"Breidholt";2,71
1839;24332,1;"ibudareign";96,5;"Arbaer";2,294
1840;31629;"ibudareign";100,4;"Haaleiti";2,66
1842;32952,4;"ibudareign";92,2;"Mosfellsbaer";3,275
1843;25851,8;"ibudareign";82,1;"Gerdin";3,751
1844;72233,2;"ibudareign";156,9;"Midbaer";3,094
1845;92367,6;"einbylishus";202,8;"Kopavogur";4,166
1846;62396,1;"einbylishus";158,3;"Mosfellsbaer";3,907
1847;32760;"ibudareign";131;"Mosfellsbaer";2,142
1848;18441,8;"ibudareign";47,2;"LaugarneshverfiVogar";3,739
1849;57908,5;"Parhus";141,2;"Grafarvogur";3,583
1850;50451,7;"einbylishus";165;"Mosfellsbaer";2,491
1851;29759,6;"ibudareign";65,3;"Gerdin";4,06
1852;81526,9;"Parhus";190,7;"LaugarneshverfiVogar";4,15
1853;29770;"ibudareign";92,6;"Vesturbaer";2,514
1854;49669,1;"Parhus";125,8;"Grafarvogur";3,79
1855;29802,5;"ibudareign";81,3;"LaugarneshverfiVogar";3,399
1856;33653,1;"ibudareign";109,5;"Hafnarfjordur";3,09
1857;31319,6;"ibudareign";132,4;"Hafnarfjordur";2,196
1858;35530,3;"ibudareign";92,1;"Kopavogur";3,187
1859;21960,9;"ibudareign";82,3;"Kopavogur";2,399
1860;30271,8;"ibudareign";75,1;"Kopavogur";3,594
1861;24597,3;"ibudareign";97,4;"Kopavogur";2,244
1862;27820;"ibudareign";89,1;"Gardabaer";2,736
1863;58558,5;"einbylishus";186;"Hafnarfjordur";2,892
1864;23988,9;"ibudareign";85,4;"Hafnarfjordur";2,879
1865;61640,8;"radhus";163,4;"Grafarvogur";3,686
1866;35672;"ibudareign";101,5;"Hlidar";2,821
1867;38299,3;"radhus";135,9;"Breidholt";2,164
1868;30912,7;"radhus";76,3;"Mosfellsbaer";3,288
1869;75060,7;"radhus";184,7;"Seltjarnanes";3,085
1870;24177,4;"ibudareign";48,1;"Midbaer";3,236
1871;45760;"ibudareign";120,3;"Hafnarfjordur";3,8
1872;33995;"ibudareign";96,3;"Hafnarfjordur";3,203
1873;32087,9;"ibudareign";86,1;"Hafnarfjordur";3,381
1874;22501,7;"ibudareign";53,4;"Kopavogur";3,789
1875;31406,7;"ibudareign";89;"Kopavogur";2,911
1876;33126,6;"radhus";97,1;"Arbaer";3,062
1877;36124,4;"ibudareign";81,9;"Gerdin";3,808
1878;24679,2;"ibudareign";87,2;"Breidholt";2,37
1879;25818;"ibudareign";74,5;"Grafarvogur";3,625
1880;33490,6;"ibudareign";107,1;"Breidholt";2,413
1881;21559,2;"ibudareign";49,5;"Midbaer";2,971
1882;64929,8;"einbylishus";205,7;"Mosfellsbaer";3,164
1883;44062,2;"ibudareign";125;"Gardabaer";3,414
1884;66384,5;"einbylishus";137,6;"Gardabaer";4,064
1885;69553,9;"radhus";167,4;"Fossvogur";3,535
1886;17550;"ibudareign";58,1;"Midbaer";1,895
1887;36392,2;"ibudareign";97,6;"Grafarvogur";3,669
1888;29266,9;"ibudareign";56,2;"Midbaer";3,061
1889;28476,5;"ibudareign";64,2;"Vesturbaer";3,718
1890;28327;"ibudareign";73,8;"LaugarneshverfiVogar";3,191
1891;33608,9;"ibudareign";96,9;"Midbaer";2,067
1892;44300,1;"einbylishus";126,4;"Gerdin";3,623
1893;56959,5;"radhus";189,2;"Breidholt";2,502
1894;40147,9;"ibudareign";105,3;"Gardabaer";3,267
1895;43778,8;"ibudareign";125;"Gardabaer";3,321
1896;49422,1;"ibudareign";156,1;"Gardabaer";2,849
1897;56048,2;"radhus";148;"Gardabaer";3,255
1898;38309,7;"ibudareign";106,7;"Hafnarfjordur";3,01
1899;49730,2;"einbylishus";141,9;"Hafnarfjordur";3,364
1900;32523,4;"ibudareign";90,4;"Gardabaer";3,47
1901;31850;"ibudareign";102,2;"Kopavogur";2,613
1902;54340;"ibudareign";105,5;"Midbaer";3,701
1903;20363,2;"ibudareign";67,2;"Hafnarfjordur";2,659
1904;15597,4;"ibudareign";53,1;"Kopavogur";2,697
1905;22478,3;"ibudareign";52,9;"Midbaer";3,051
1906;28193,1;"ibudareign";91;"Grafarvogur";2,647
1907;38932,4;"ibudareign";89,4;"Breidholt";2,819
1908;23400;"ibudareign";81,8;"Fossvogur";2,293
1909;52932,1;"einbylishus";178,6;"Grafarvogur";2,865
1910;41510,3;"ibudareign";110,8;"Hlidar";2,925
1911;32214;"ibudareign";112,6;"Grafarholt";2,772
1912;30702,1;"ibudareign";57,1;"Midbaer";3,387
1913;26000;"ibudareign";91,3;"LaugarneshverfiVogar";2,507
1914;19094,4;"ibudareign";49,9;"Haaleiti";3,495
1915;23546,9;"ibudareign";53,3;"Midbaer";2,829
1916;46369,7;"Parhus";135,3;"Breidholt";2,709
1917;32390,8;"ibudareign";88,2;"Arbaer";3,176
1918;63558,3;"ibudareign";133,3;"Fossvogur";4,65
1919;21422,7;"ibudareign";84,8;"Arbaer";1,965
1920;27179,1;"ibudareign";74,1;"Hlidar";3,14
1921;25350;"ibudareign";87,5;"Arbaer";2,649
1922;45021,6;"ibudareign";157,5;"Breidholt";2,385
1923;35011,6;"ibudareign";118,5;"Hlidar";2,214
1924;52650;"radhus";132,5;"Hafnarfjordur";3,471
1925;24018,8;"ibudareign";75,1;"Kopavogur";3,06
1926;73778,9;"Parhus";180;"Kopavogur";3,796
1927;38584;"ibudareign";100,7;"Kopavogur";3,651
1928;24339,9;"ibudareign";80,1;"Kopavogur";2,534
1929;25585,3;"ibudareign";101,1;"Hafnarfjordur";2,281
1930;32375,2;"ibudareign";99,3;"Hafnarfjordur";3,209
1931;45906,9;"radhus";122,6;"Hafnarfjordur";3,288
1932;33503,6;"ibudareign";107;"Grafarvogur";2,938
1933;20610,2;"ibudareign";52,5;"Seltjarnanes";3,231
1934;62067,2;"Parhus";195,5;"Kopavogur";2,738
1935;48613,5;"ibudareign";108,3;"Kopavogur";4,25
1936;55012,1;"radhus";118,6;"Kopavogur";4,213
1937;21477,3;"ibudareign";44,8;"Midbaer";2,955
1938;31837;"ibudareign";99,1;"Breidholt";2,627
1939;59238,4;"radhus";165,1;"Mosfellsbaer";3,181
1940;45202,3;"ibudareign";124,7;"Kopavogur";3,125
1941;43417,4;"ibudareign";116,5;"Kopavogur";3,522
1942;19407,7;"ibudareign";58;"Kopavogur";2,885
1943;27907,1;"ibudareign";55,4;"Kopavogur";3,632
1944;33996,3;"ibudareign";90,7;"Kopavogur";3,353
1945;36576,8;"ibudareign";122,6;"Kopavogur";2,718
1946;34368,1;"ibudareign";99,1;"Kopavogur";3,371
1947;26895,7;"ibudareign";82,4;"LaugarneshverfiVogar";2,992
1948;81637,4;"ibudareign";128,8;"Midbaer";4,154
1949;49858,9;"ibudareign";87;"Midbaer";3,991
1950;60708,7;"Parhus";207;"Seltjarnanes";2,398
1951;73104,2;"einbylishus";289,3;"LaugarneshverfiVogar";2,215
1952;39796,9;"ibudareign";125,5;"Hafnarfjordur";3,256
1953;27180,4;"ibudareign";90;"Hafnarfjordur";2,925
1954;63336;"einbylishus";197;"Hafnarfjordur";2,812
1955;34580;"ibudareign";133,6;"Hafnarfjordur";2,414
1956;50628,5;"radhus";179,4;"Hafnarfjordur";2,779
1957;51758,2;"einbylishus";227,6;"Kopavogur";2,097
1958;45983,6;"radhus";256,6;"Breidholt";1,6
1959;19983,6;"ibudareign";75,3;"Arbaer";2,144
1960;24761,1;"ibudareign";69,8;"Hafnarfjordur";3,28
1961;46355,4;"ibudareign";105,2;"Kopavogur";3,745
1962;26000;"ibudareign";107,5;"Kopavogur";2,155
1963;36195,9;"ibudareign";114,3;"Kopavogur";2,677
1964;29490,5;"ibudareign";62,5;"Seltjarnanes";4,257
1965;15210;"ibudareign";56,9;"Breidholt";2,017
1966;20793,5;"ibudareign";63,5;"Breidholt";2,924
1967;45422;"Parhus";102,9;"Grafarvogur";3,996
1968;28340;"ibudareign";110,2;"Breidholt";1,95
1969;22579,7;"ibudareign";73;"Hafnarfjordur";2,736
1970;28568,8;"ibudareign";71,6;"Gardabaer";3,523
1971;29370,9;"ibudareign";74,8;"Kopavogur";3,266
1972;39699,4;"ibudareign";116,2;"Kopavogur";2,92
1973;34710;"ibudareign";100,8;"LaugarneshverfiVogar";3,332
1974;73039,2;"ibudareign";128,8;"Midbaer";4,206
1976;94695,9;"ibudareign";128,8;"Midbaer";4,284
1978;25702,3;"ibudareign";103,4;"Hafnarfjordur";2,457
1979;21920,6;"ibudareign";88,1;"Hafnarfjordur";2,322
1980;41107,3;"ibudareign";112,6;"Grafarholt";3,28
1981;39417,3;"ibudareign";120,6;"Grafarholt";3,342
1982;34372;"ibudareign";79,7;"Midbaer";2,709
1983;40866,8;"ibudareign";111;"LaugarneshverfiVogar";3,23
1984;25905,1;"ibudareign";80,1;"LaugarneshverfiVogar";2,606
1985;25364,3;"ibudareign";61,3;"Midbaer";2,741
1986;25941,5;"ibudareign";82,8;"Grafarvogur";2,909
1987;47970;"ibudareign";130,2;"Kopavogur";3,524
1988;21500,7;"ibudareign";60,5;"Kopavogur";2,862
1989;45500;"ibudareign";105,2;"Kopavogur";4,072
1990;29250;"ibudareign";70,3;"Kopavogur";3,548
1991;81976,7;"radhus";207,6;"Fossvogur";3,254
1992;47847,8;"ibudareign";114,6;"Hlidar";3,455
1993;29196,7;"ibudareign";89,6;"Midbaer";1,935
1994;36878,4;"ibudareign";73,2;"Vesturbaer";3,877
1995;61852,7;"einbylishus";246,8;"Breidholt";2,208
1996;37516,7;"ibudareign";82,1;"Vesturbaer";3,529
1997;36266,1;"ibudareign";134,2;"Grafarvogur";2,597
1998;37189,1;"ibudareign";103,1;"Hafnarfjordur";3,105
1999;20118,8;"ibudareign";50,4;"Hafnarfjordur";3,466
2000;35891,7;"ibudareign";121,2;"Hafnarfjordur";2,673
2001;25535,9;"ibudareign";83,3;"Grafarvogur";2,672
2002;28213,9;"ibudareign";55,5;"Hlidar";3,477
2003;62380,5;"einbylishus";184,6;"Gerdin";3,384
2004;27732,9;"ibudareign";87,8;"Grafarvogur";2,792
2005;25324;"ibudareign";83,8;"LaugarneshverfiVogar";2,689
2007;31668;"ibudareign";101,2;"LaugarneshverfiVogar";3,032
2008;40826,5;"ibudareign";127,9;"LaugarneshverfiVogar";2,704
2009;65354,9;"einbylishus";168,3;"Gerdin";3,825
2010;62193,3;"einbylishus";159,3;"Gardabaer";3,823
2011;49543;"ibudareign";121,5;"Hafnarfjordur";3,729
2012;30810;"ibudareign";86,4;"Hafnarfjordur";3,067
2013;74985,3;"ibudareign";244,8;"Hafnarfjordur";2,983
2014;25868,7;"ibudareign";78,1;"Hafnarfjordur";3,314
2015;17472;"ibudareign";79,1;"Hafnarfjordur";1,87
2016;40072,5;"ibudareign";115,8;"Hafnarfjordur";3,374
2017;37501,1;"einbylishus";134,2;"Hafnarfjordur";2,35
2018;35596,6;"ibudareign";91,2;"Kopavogur";3,501
2019;33738,9;"ibudareign";103;"Kopavogur";2,692
2020;70307,9;"einbylishus";134,9;"Hlidar";3,998
2021;19497,4;"ibudareign";62,6;"Kopavogur";2,573
2022;32017,7;"ibudareign";97,3;"Kopavogur";2,881
2023;19046,3;"ibudareign";69,5;"Kopavogur";2,399
2024;27950;"ibudareign";71,1;"Kopavogur";3,79
2025;40517,1;"ibudareign";128,5;"Kopavogur";2,82
2026;35453,6;"ibudareign";105,4;"Kopavogur";2,747
2027;51225,2;"einbylishus";124,9;"Grafarvogur";3,781
2028;30550;"ibudareign";101,1;"Haaleiti";2,537
2029;57781,1;"Parhus";186,6;"Grafarvogur";2,873
2030;23167,3;"ibudareign";79,3;"Breidholt";2,481
2031;29542,5;"ibudareign";92,8;"Grafarvogur";2,729
2032;61997;"einbylishus";139,6;"Grafarvogur";3,852
2033;26672,1;"ibudareign";88,5;"Hlidar";2,488
2034;22750;"ibudareign";131,3;"Breidholt";1,46
2035;38837,5;"ibudareign";116,3;"Grafarholt";3,076
2036;47408,4;"ibudareign";120,6;"Hafnarfjordur";3,378
2037;25084,8;"ibudareign";98,4;"Hafnarfjordur";2,533
2038;20173,4;"ibudareign";78,1;"Kopavogur";2,302
2039;45410,3;"ibudareign";135,8;"Kopavogur";2,813
2040;33849,4;"ibudareign";112;"Kopavogur";2,449
2041;23335;"ibudareign";97,4;"Kopavogur";2,27
2042;45316,7;"ibudareign";105,2;"Kopavogur";4,113
2043;84199,7;"einbylishus";104,4;"Midbaer";3,761
2044;31850;"ibudareign";65,3;"Vesturbaer";4,139
2045;44720;"ibudareign";95,9;"Midbaer";2,913
2046;29040,7;"ibudareign";108,2;"LaugarneshverfiVogar";2,43
2047;20865;"ibudareign";100,4;"Breidholt";1,776
2048;26982,8;"ibudareign";97,9;"LaugarneshverfiVogar";2,359
2049;62929,1;"ibudareign";135,9;"Midbaer";3,048
2050;70980;"ibudareign";128,8;"Midbaer";3,58
2051;64730,9;"radhus";211,6;"LaugarneshverfiVogar";2,765
2052;48236,5;"ibudareign";128,9;"Vesturbaer";2,695
2053;32429,8;"ibudareign";104,6;"Seltjarnanes";2,454
2054;20654,4;"ibudareign";76,4;"LaugarneshverfiVogar";2,399
2055;34979,1;"ibudareign";91,4;"Midbaer";2,492
2056;33884,5;"einbylishus";93,3;"Hafnarfjordur";3,351
2057;35144,2;"ibudareign";95,2;"Kopavogur";3,413
2058;32709,3;"ibudareign";87;"Kopavogur";3,631
2059;30817,8;"ibudareign";104,8;"Kopavogur";2,517
2060;29018,6;"ibudareign";76,2;"LaugarneshverfiVogar";3,468
2061;34944;"ibudareign";115,7;"Grafarvogur";3,098
2062;32454,5;"ibudareign";107;"Hafnarfjordur";2,908
2063;43647,5;"ibudareign";116,9;"LaugarneshverfiVogar";3,579
2064;79036,1;"einbylishus";152,3;"Vesturbaer";4,517
2065;29965;"ibudareign";73,5;"Hlidar";3,279
2066;28545,4;"ibudareign";85,9;"Grafarvogur";2,862
2067;55052,4;"Parhus";138;"Seltjarnanes";3,298
2068;43405,7;"einbylishus";103,3;"LaugarneshverfiVogar";3,859
2069;61894,3;"einbylishus";167,4;"Gardabaer";3,582
2070;14882,4;"ibudareign";51,7;"Hafnarfjordur";2,301
2071;67589,6;"radhus";163;"Gardabaer";3,814
2072;22048;"ibudareign";80,2;"Hafnarfjordur";2,276
2073;32467,5;"ibudareign";81,8;"Hafnarfjordur";4,059
2074;32500;"ibudareign";100,9;"Gardabaer";2,683
2075;50429,6;"Parhus";193,4;"Hafnarfjordur";2,373
2076;22097,4;"ibudareign";59;"Haaleiti";2,981
2077;38676,3;"ibudareign";95,9;"Hlidar";3,374
2078;57712,2;"radhus";177,5;"Grafarvogur";3,301
2079;27933,1;"ibudareign";74,2;"Gardabaer";3,545
2080;23257;"ibudareign";95,8;"Kopavogur";2,316
2081;32149;"ibudareign";102,9;"Kopavogur";2,649
2082;57014,1;"radhus";153,5;"Grafarholt";3,466
2083;18114,2;"ibudareign";63;"Hafnarfjordur";2,647
2084;33094,1;"ibudareign";104,4;"Hafnarfjordur";2,839
2085;31694;"ibudareign";94,8;"Kopavogur";2,887
2086;45371,3;"ibudareign";116,1;"Kopavogur";3,578
2087;28150,2;"ibudareign";93,2;"Grafarvogur";2,792
2088;20280;"ibudareign";52,8;"Midbaer";2,393
2089;64394,2;"radhus";156,7;"Haaleiti";3,379
2090;17794,4;"ibudareign";55,3;"Grafarvogur";3,263
2091;26858;"ibudareign";95,6;"Grafarvogur";2,71
2092;32306,3;"ibudareign";70;"Breidholt";3,05
2093;31154,5;"ibudareign";108,9;"Hafnarfjordur";2,448
2094;25454;"ibudareign";79,7;"Grafarvogur";3,268
2095;63599,9;"ibudareign";148,5;"Grafarholt";3,796
2096;20144,8;"ibudareign";64,6;"Grafarvogur";3,103
2097;69225;"ibudareign";128,5;"Midbaer";4,043
2098;23717,2;"ibudareign";80,3;"Grafarvogur";2,567
2099;39000;"einbylishus";81,5;"Gerdin";3,855
2100;37316,5;"ibudareign";91,2;"Gardabaer";3,903
2101;18773,3;"ibudareign";65,9;"Hafnarfjordur";2,46
2102;30360,2;"ibudareign";95,5;"Kopavogur";3,078
2103;44769,4;"ibudareign";105,2;"Kopavogur";3,477
2104;14950;"ibudareign";37,4;"Kopavogur";3,288
2105;40202,5;"ibudareign";119;"Gerdin";3,805
2106;24412,7;"ibudareign";88;"Grafarvogur";2,468
2107;23384,4;"ibudareign";86,7;"LaugarneshverfiVogar";2,512
2109;90615,2;"ibudareign";128,8;"Midbaer";4,292
2111;45682;"ibudareign";113,7;"Gardabaer";3,789
2112;29109,6;"ibudareign";107,7;"Hafnarfjordur";2,297
2113;23957,7;"ibudareign";104;"Kopavogur";1,904
2114;25409,8;"ibudareign";85,4;"Haaleiti";2,535
2115;55103,1;"ibudareign";156,4;"Haaleiti";3,095
2116;29250;"ibudareign";85,2;"Midbaer";2,407
2117;82904,9;"einbylishus";309,4;"Fossvogur";2,338
2118;31840,9;"ibudareign";112,8;"Grafarvogur";2,829
2119;29877,9;"ibudareign";110,3;"Mosfellsbaer";2,273
2120;65561,6;"radhus";185,7;"Fossvogur";3,003
2121;26448,5;"ibudareign";81,1;"Grafarvogur";3,22
2122;49637,9;"ibudareign";87;"Midbaer";3,676
2123;30526,6;"ibudareign";99,2;"Gerdin";3,318
2124;21180,9;"ibudareign";67,1;"Breidholt";2,484
2125;42900;"einbylishus";113,4;"Hafnarfjordur";3,554
2126;36790;"ibudareign";104,9;"Gardabaer";2,909
2127;30854,2;"ibudareign";98,2;"LaugarneshverfiVogar";2,931
2128;23660;"ibudareign";77,6;"Breidholt";2,402
2129;28437,5;"ibudareign";98,7;"Kopavogur";2,499
2130;33195,5;"ibudareign";98,8;"LaugarneshverfiVogar";2,764
2131;55671,2;"radhus";158,5;"Hafnarfjordur";3,254
2133;38454;"ibudareign";175,6;"Hafnarfjordur";1,899
2134;34842,6;"ibudareign";116,1;"Kopavogur";2,41
2135;22997;"ibudareign";69,9;"Kopavogur";2,663
2136;39260;"ibudareign";117,4;"Kopavogur";3,072
2137;48171,5;"ibudareign";108,3;"Kopavogur";4,185
2138;20398,3;"ibudareign";64,6;"Grafarvogur";3,245
2139;24668,8;"ibudareign";81,5;"Gerdin";3,288
2140;31158,4;"radhus";109,3;"Gerdin";3,595
2141;35129,9;"ibudareign";105,9;"Mosfellsbaer";3,212
2142;40300;"radhus";156,9;"Hafnarfjordur";2,231
2143;23140;"ibudareign";87,7;"Kopavogur";2,465
2144;40320,8;"ibudareign";125,1;"Kopavogur";2,865
2145;31187;"ibudareign";87,5;"Kopavogur";3,149
2146;23808,2;"ibudareign";88;"Kopavogur";2,298
2147;17546,1;"ibudareign";76,2;"Kopavogur";2,033
2148;29889,6;"ibudareign";95,1;"LaugarneshverfiVogar";2,756
2149;41468,7;"einbylishus";113,1;"Gerdin";3,742
2150;28194,4;"ibudareign";98,8;"Breidholt";2,158
2151;49110,1;"ibudareign";131,9;"Gerdin";3,995
2152;31915;"ibudareign";80;"Hafnarfjordur";3,41
2153;18114,2;"ibudareign";56,8;"Kopavogur";2,773
2154;41858,7;"ibudareign";124,3;"Kopavogur";2,947
2155;31200;"ibudareign";94,4;"Grafarvogur";3,249
2156;24237,2;"ibudareign";97;"Arbaer";2,087
2157;19867,9;"ibudareign";48,8;"Midbaer";2,644
2158;29849,3;"ibudareign";96,7;"Haaleiti";2,909
2159;19272,5;"ibudareign";71,2;"LaugarneshverfiVogar";2,376
2160;53219,4;"radhus";139;"Gardabaer";3,125
2161;27288,3;"ibudareign";99,7;"Hafnarfjordur";2,549
2162;45471,4;"ibudareign";133,2;"Hafnarfjordur";2,731
2163;23621;"ibudareign";82,6;"Haaleiti";2,32
2164;26065;"ibudareign";53,3;"Midbaer";3,057
2165;28971,8;"ibudareign";77,8;"Grafarholt";3,444
2166;24044,8;"ibudareign";63,9;"Grafarvogur";3,762
2167;25005,5;"ibudareign";61,4;"Midbaer";2,762
2168;22746,1;"ibudareign";72,3;"LaugarneshverfiVogar";2,943
2169;28928,9;"ibudareign";74,7;"LaugarneshverfiVogar";3,686
2170;26098,8;"ibudareign";92,5;"Hafnarfjordur";2,792
2171;24277,5;"ibudareign";68,5;"Kopavogur";3,266
2172;32095,7;"ibudareign";92,7;"LaugarneshverfiVogar";3,377
2173;50511,5;"radhus";161,1;"Gardabaer";2,913
2174;35539,4;"ibudareign";99,7;"Hafnarfjordur";3,664
2175;74007,7;"einbylishus";211,7;"Hafnarfjordur";3,036
2176;41496;"radhus";148,8;"Hafnarfjordur";2,771
2177;28719,6;"ibudareign";76,8;"LaugarneshverfiVogar";3,197
2178;68950,7;"radhus";138,7;"Fossvogur";4,182
2179;32370;"ibudareign";72,7;"Seltjarnanes";3,288
2180;20556,9;"ibudareign";51,9;"Midbaer";2,466
2181;31423,6;"ibudareign";91,7;"Fossvogur";3,074
2182;29506,1;"ibudareign";92,2;"Hlidar";2,59
2183;21438,3;"ibudareign";55,3;"Midbaer";2,536
2184;40974,7;"ibudareign";126,8;"Gerdin";3,836
2185;20410;"ibudareign";59,7;"LaugarneshverfiVogar";2,826
2186;15802,8;"ibudareign";48,9;"Midbaer";2,023
2187;73088,6;"radhus";225,5;"Fossvogur";2,84
2188;27547;"ibudareign";85,7;"LaugarneshverfiVogar";3,001
2189;29031,6;"ibudareign";92,4;"LaugarneshverfiVogar";2,943
2190;59719,4;"Parhus";202,2;"LaugarneshverfiVogar";2,431
2191;27625;"ibudareign";84,9;"Mosfellsbaer";2,764
2192;33086,3;"ibudareign";92,3;"Gardabaer";3,096
2193;38103;"ibudareign";111,8;"Hafnarfjordur";2,994
