"nrhus";"nuvirdi";"teg_eign";"byggar";"ibm2";"fjherb";"matssvaedi";"gaedi"
"7938";139172.8;"Íbúðareign";2014;228;3;"Kópavogur";3.936
"7939";60515;"Parhús";2004;155.6;3;"Grafarholt";3.613
"7940";56321.2;"Íbúðareign";1965;126.5;3;"Hlíðar";3.504
"7941";93897.7;"Raðhús";1989;249.8;5;"Seltjarnanes";3.206
"7942";38350;"Íbúðareign";1963;117.3;3;"Háaleiti";3.087
"7943";23905.7;"Íbúðareign";1968;95.3;3;"Breiðholt";2.157
"7944";36346.7;"Íbúðareign";1995;94.6;3;"Kópavogur";3.738
"7945";34292.7;"Íbúðareign";2003;83.4;1;"Kópavogur";3.478
"7946";61306.7;"Einbýlishús";1960;269.4;7;"Kópavogur";1.991
"7947";35100;"Íbúðareign";2008;96.5;2;"Hafnarfjörður";3.473
"7948";49656.1;"Íbúðareign";1988;131.5;3;"Kópavogur";3.316
"7949";28122.9;"Íbúðareign";1969;79.5;2;"Breiðholt";3.061
"7950";194467;"Einbýlishús";2001;383;7;"Garðabær";4.639
"7951";37021.4;"Einbýlishús";1955;116.2;3;"Hafnarfjörður";2.841
"7952";59740.2;"Íbúðareign";2008;122;3;"Hafnarfjörður";3.976
"7953";45500;"Raðhús";2003;132.5;4;"Hafnarfjörður";3.469
"7954";24681.8;"Íbúðareign";1971;65;1;"Hafnarfjörður";3.283
"7955";32358.3;"Íbúðareign";1997;80.1;2;"Hafnarfjörður";3.748
"7956";77350;"Íbúðareign";1978;152;3;"Miðbær";3.528
"7957";43609.8;"Íbúðareign";1975;76.9;2;"Miðbær";3.514
"7958";85878;"Íbúðareign";1958;206.1;6;"Hlíðar";3.283
"7959";28826.2;"Íbúðareign";1967;107.3;4;"Árbær";2.443
"7960";38314.9;"Íbúðareign";1995;61.8;2;"Miðbær";3.936
"7961";36819.9;"Íbúðareign";1990;114.7;3;"Hafnarfjörður";2.966
"7962";31050.5;"Íbúðareign";1988;77.5;2;"Kópavogur";3.808
"7963";76050;"Parhús";1993;209.2;6;"Kópavogur";3.352
"7964";45419.4;"Íbúðareign";1935;90.3;2;"Vesturbær";4.153
"7965";50317.8;"Íbúðareign";1981;157.3;3;"Hafnarfjörður";2.678
"7966";65976.3;"Raðhús";1967;240.1;7;"Kópavogur";2.175
"7967";82169.1;"Íbúðareign";2003;125;2;"Hlíðar";4.157
"7968";29996.2;"Íbúðareign";1972;88;2;"Hafnarfjörður";2.805
"7969";147374.5;"Einbýlishús";1981;349.6;7;"Garðabær";3.698
"7970";57552.3;"Íbúðareign";1961;101.6;4;"Miðbær";3.696
"7971";32975.8;"Íbúðareign";1993;97;3;"Grafarvogur";2.941
"7972";38981.8;"Íbúðareign";1976;146.5;4;"Breiðholt";2.145
"7973";113592.7;"Einbýlishús";1979;287.5;7;"Breiðholt";3.191
"7974";24948.3;"Íbúðareign";1970;68.5;2;"Breiðholt";3.125
"7975";30020.9;"Íbúðareign";1993;84;2;"Grafarvogur";3.437
"7976";28168.4;"Íbúðareign";1973;75.1;2;"Kópavogur";3.014
"7977";37944.4;"Íbúðareign";1974;113;3;"Kópavogur";3.135
"7978";80892.5;"Raðhús";1972;161.5;5;"Fossvogur";4.664
"7979";66189.5;"Einbýlishús";1972;149.8;3;"Garðabær";3.775
"7980";27092;"Íbúðareign";2006;80.3;2;"Hafnarfjörður";3.118
"7981";48414.6;"Íbúðareign";1985;115.8;2;"Garðabær";4.054
"7982";62177.7;"Íbúðareign";2008;121.8;3;"Hafnarfjörður";4.013
"7983";22583.6;"Íbúðareign";1971;60.3;1;"Hafnarfjörður";3.28
"7984";36999.3;"Íbúðareign";1994;81.1;2;"Kópavogur";3.963
"7985";39312;"Íbúðareign";2006;88.2;2;"Kópavogur";3.977
"7986";45346.6;"Íbúðareign";2005;122.8;3;"Mosfellsbær";3.49
"7987";39614.9;"Íbúðareign";2007;111.3;3;"Hafnarfjörður";3.029
"7988";75107.5;"Íbúðareign";1985;144.8;2;"Gerðin";4.032
"7989";55266.9;"Íbúðareign";1959;123.9;3;"Hlíðar";3.894
"7990";30262.7;"Íbúðareign";1952;78.7;2;"Laugarneshverfi/Vogar";3.427
"7991";68539.9;"Raðhús";1987;164;5;"Laugarneshverfi/Vogar";3.97
"7992";84272.5;"Einbýlishús";1987;199;4;"Grafarvogur";4.179
"7993";29954.6;"Íbúðareign";1958;96.9;1;"Laugarneshverfi/Vogar";3.033
"7994";69711.2;"Einbýlishús";1975;204.3;5;"Breiðholt";2.727
"7995";39365.3;"Íbúðareign";1978;85.7;2;"Garðabær";4.118
"7996";29188.9;"Íbúðareign";1999;81.7;2;"Hafnarfjörður";3.248
"7997";41408.9;"Íbúðareign";2013;104.1;3;"Kópavogur";3.598
"7998";29359.2;"Íbúðareign";1997;73;1;"Kópavogur";3.249
"7999";29715.4;"Íbúðareign";1978;73.1;2;"Kópavogur";3.507
"8000";38090;"Íbúðareign";1990;84.8;1;"Árbær";3.468
"8001";54141.1;"Parhús";2000;171.7;5;"Hafnarfjörður";3.17
"8002";53903.2;"Einbýlishús";1969;145;3;"Hafnarfjörður";3.449
"8003";44796.7;"Einbýlishús";1948;115.5;2;"Hafnarfjörður";3.43
"8004";49821.2;"Íbúðareign";1999;103.1;2;"Hafnarfjörður";3.932
"8005";63372.4;"Raðhús";1997;127.4;2;"Kópavogur";3.985
"8006";31824;"Íbúðareign";1956;80.7;2;"Seltjarnanes";3.42
"8007";34035.3;"Íbúðareign";1966;95.3;3;"Laugarneshverfi/Vogar";2.916
"8008";30540.9;"Íbúðareign";1951;73.7;2;"Gerðin";3.58
"8009";59530.9;"Einbýlishús";1982;189.3;3;"Mosfellsbær";2.606
"8010";27271.4;"Íbúðareign";2005;64.2;1;"Grafarvogur";3.836
"8011";42214.9;"Íbúðareign";1951;103.2;2;"Hlíðar";3.27
"8012";53246.7;"Íbúðareign";1947;128.3;3;"Hlíðar";3.055
"8013";57049.2;"Íbúðareign";1947;117.5;3;"Laugarneshverfi/Vogar";3.89
"8014";27287;"Íbúðareign";1970;89.7;3;"Breiðholt";2.565
"8015";27300;"Íbúðareign";1961;92.2;3;"Gerðin";3.529
"8016";34182.2;"Íbúðareign";1962;80.7;2;"Hlíðar";3.1
"8017";21426.6;"Íbúðareign";1961;47.6;1;"Laugarneshverfi/Vogar";3.847
"8018";21278.4;"Íbúðareign";1960;42.2;1;"Gerðin";3.525
"8019";33787;"Íbúðareign";1962;115.9;3;"Kópavogur";2.47
"8020";29207.1;"Íbúðareign";2008;57.2;1;"Kópavogur";3.841
"8021";31827.9;"Íbúðareign";1980;79.3;2;"Kópavogur";3.537
"8022";44205.2;"Íbúðareign";2012;110.1;2;"Hafnarfjörður";3.795
"8023";45721;"Íbúðareign";1986;120.3;4;"Kópavogur";3.519
"8024";93341.3;"Einbýlishús";1990;304.5;5;"Kópavogur";2.582
"8025";42833.7;"Einbýlishús";1971;141.2;3;"Mosfellsbær";2.534
"8026";26178.1;"Íbúðareign";1974;87.5;3;"Kópavogur";2.54
"8027";51910.3;"Íbúðareign";2014;110.5;2;"Kópavogur";4.032
"8028";30592.9;"Íbúðareign";1979;86.2;3;"Kópavogur";3.064
"8029";25928.5;"Íbúðareign";1956;75.8;2;"Laugarneshverfi/Vogar";2.847
"8030";70200;"Íbúðareign";2004;186.3;4;"Grafarholt";3.58
"8031";40261;"Íbúðareign";1964;121.6;5;"Hafnarfjörður";3.126
"8032";37096.8;"Einbýlishús";1920;140.4;4;"Hafnarfjörður";2.409
"8033";27912.3;"Íbúðareign";2007;55.5;1;"Kópavogur";4.166
"8034";35692.8;"Íbúðareign";1998;88.8;3;"Mosfellsbær";3.374
"8035";50365.9;"Íbúðareign";2000;93.2;3;"Kópavogur";3.843
"8036";33550.4;"Íbúðareign";2007;84.9;2;"Hafnarfjörður";3.908
"8037";37070.8;"Íbúðareign";1999;100.7;3;"Hafnarfjörður";3.148
"8038";37207.3;"Íbúðareign";2006;89.2;2;"Kópavogur";4.076
"8039";37662.3;"Íbúðareign";2003;101.7;2;"Grafarholt";3.609
"8040";23372.7;"Íbúðareign";1979;59;1;"Miðbær";2.558
"8041";44696.6;"Íbúðareign";1947;100.4;2;"Hlíðar";3.624
"8042";39510.9;"Íbúðareign";1921;57.4;2;"Miðbær";3.41
"8043";42789.5;"Íbúðareign";2013;106.9;3;"Kópavogur";3.282
"8044";30010.5;"Íbúðareign";1946;79.1;1;"Hlíðar";3.03
"8045";22262.5;"Íbúðareign";1949;50.9;2;"Hlíðar";3.423
"8046";23129.6;"Íbúðareign";1951;64.5;1;"Laugarneshverfi/Vogar";3.063
"8047";51785.5;"Raðhús";1993;122;3;"Mosfellsbær";3.891
"8048";101337.6;"Einbýlishús";1983;259.7;4;"Garðabær";3.714
"8049";13306.8;"Íbúðareign";1948;51.4;1;"Hafnarfjörður";2.194
"8050";32706.7;"Íbúðareign";2004;97.5;3;"Hafnarfjörður";3.137
"8051";82585.1;"Parhús";2006;181.7;5;"Kópavogur";3.635
"8052";35713.6;"Íbúðareign";1996;75.6;2;"Kópavogur";4.141
"8053";41470;"Íbúðareign";2005;150;4;"Hafnarfjörður";2.682
"8054";33065.5;"Íbúðareign";2004;73.7;2;"Mosfellsbær";3.937
"8055";58665.1;"Einbýlishús";1957;147.5;5;"Kópavogur";3.495
"8056";36390.9;"Íbúðareign";1935;75.9;2;"Miðbær";3.052
"8057";26635.7;"Íbúðareign";1967;96.3;3;"Árbær";2.47
"8058";69785.3;"Íbúðareign";2014;118.9;3;"Seltjarnanes";4.305
"8059";29871.4;"Parhús";1985;69.1;1;"Breiðholt";3.082
"8060";44016.7;"Íbúðareign";1934;101.2;3;"Vesturbær";3.187
"8061";34037.9;"Íbúðareign";1988;91.6;2;"Grafarvogur";3.236
"8062";37780.6;"Íbúðareign";1957;95.7;2;"Hlíðar";3.044
"8063";22080.5;"Íbúðareign";1943;62.4;1;"Laugarneshverfi/Vogar";3.207
"8064";34422.7;"Íbúðareign";1963;90.8;2;"Háaleiti";3.162
"8065";72993.7;"Íbúðareign";1983;177;5;"Hlíðar";3.189
"8066";105769.3;"Íbúðareign";2014;153.9;4;"Miðbær";4.135
"8067";41091.7;"Íbúðareign";1970;90;2;"Fossvogur";3.92
"8068";40927.9;"Íbúðareign";1951;96.9;3;"Laugarneshverfi/Vogar";3.607
"8069";22370.4;"Íbúðareign";1968;62.1;1;"Breiðholt";2.83
"8070";38612.6;"Einbýlishús";1973;96.3;3;"Hafnarfjörður";3.847
"8071";33046;"Íbúðareign";1995;88;2;"Grafarvogur";3.78
"8072";31564;"Íbúðareign";1961;75.2;2;"Hlíðar";3.534
"8073";33679.1;"Íbúðareign";1937;59.2;2;"Miðbær";3.495
"8074";29231.8;"Íbúðareign";1990;82.9;2;"Kópavogur";3.012
"8075";38226.5;"Íbúðareign";2006;103.4;3;"Kópavogur";3.073
"8076";41315.3;"Íbúðareign";2008;95.2;2;"Hafnarfjörður";3.855
"8077";35990.5;"Íbúðareign";2000;97.7;2;"Grafarvogur";3.517
"8078";42222.7;"Íbúðareign";1959;107.4;2;"Laugarneshverfi/Vogar";3.856
"8079";51776.4;"Einbýlishús";1980;140.2;3;"Árbær";3.119
"8080";37966.5;"Íbúðareign";2007;102.2;2;"Kópavogur";3.556
"8081";95754.1;"Einbýlishús";1972;268;8;"Kópavogur";3.343
"8082";73737.3;"Raðhús";1966;187.1;6;"Kópavogur";3.123
"8083";13560.3;"Íbúðareign";1953;55.6;1;"Kópavogur";2.209
"8084";35100;"Íbúðareign";2003;98.9;2;"Kópavogur";3.174
"8085";61967.1;"Parhús";2003;180.2;4;"Kópavogur";3.278
"8086";50493.3;"Parhús";1983;149;4;"Breiðholt";2.649
"8087";32462.3;"Íbúðareign";1991;97.2;2;"Garðabær";2.924
"8088";46181.2;"Íbúðareign";2003;122.1;3;"Grafarholt";3.802
"8089";32931.6;"Íbúðareign";1946;69.4;1;"Hlíðar";3.367
"8090";34439.6;"Íbúðareign";1949;65.4;2;"Hlíðar";3.752
"8091";86329.1;"Íbúðareign";2014;135.9;2;"Garðabær";4.133
"8092";30868.5;"Íbúðareign";1993;101.6;3;"Hafnarfjörður";3.01
"8093";28761.2;"Íbúðareign";1989;58.2;1;"Miðbær";3.511
"8094";78033.8;"Íbúðareign";2014;119.5;3;"Seltjarnanes";4.776
"8095";16900;"Íbúðareign";1967;65.9;1;"Árbær";2.199
"8096";28649.4;"Íbúðareign";2005;67;1;"Hafnarfjörður";3.451
"8097";32420.7;"Íbúðareign";2005;89.9;2;"Hafnarfjörður";3.267
"8098";31590;"Íbúðareign";1990;105;2;"Grafarvogur";2.969
"8099";28009.8;"Íbúðareign";1947;48.9;1;"Hlíðar";3.706
"8100";40648.4;"Íbúðareign";1993;89.4;2;"Breiðholt";2.899
"8101";63662.3;"Raðhús";1966;171.2;4;"Háaleiti";3.096
"8102";51326.6;"Íbúðareign";1978;103.3;3;"Laugarneshverfi/Vogar";4.264
"8103";35444.5;"Íbúðareign";1957;76.8;2;"Laugarneshverfi/Vogar";4.033
"8104";24050;"Íbúðareign";1963;59.7;1;"Laugarneshverfi/Vogar";3.671
"8105";46039.5;"Íbúðareign";2006;82.1;2;"Miðbær";3.453
"8106";25144.6;"Íbúðareign";1968;76.9;2;"Breiðholt";2.881
"8107";31825.3;"Íbúðareign";1977;108.8;3;"Breiðholt";2.313
"8108";75579.4;"Einbýlishús";2000;177.6;3;"Vesturbær";3.298
"8109";43877.6;"Einbýlishús";1909;86;2;"Miðbær";2.869
"8110";50662.3;"Íbúðareign";1954;91.2;3;"Seltjarnanes";4.411
"8111";94086.2;"Einbýlishús";1880;246.4;7;"Miðbær";2.167
"8112";71826.3;"Íbúðareign";1985;144.8;2;"Gerðin";3.91
"8113";97659.9;"Einbýlishús";2003;187.7;3;"Hafnarfjörður";3.477
"8114";65817.7;"Einbýlishús";2007;212.1;4;"Hafnarfjörður";2.906
"8115";31383.3;"Íbúðareign";1994;72.9;2;"Kópavogur";3.547
"8116";29369.6;"Íbúðareign";1986;66.7;2;"Kópavogur";3.583
"8117";47520.2;"Parhús";1964;131.8;4;"Kópavogur";3.299
"8118";37440;"Íbúðareign";2002;113.2;3;"Hafnarfjörður";3.033
"8119";26107.9;"Íbúðareign";1987;70.1;1;"Grafarvogur";3.725
"8120";50798.8;"Íbúðareign";1961;119;3;"Gerðin";3.933
"8121";46413.9;"Íbúðareign";1932;101.8;3;"Laugarneshverfi/Vogar";3.837
"8122";62246.6;"Raðhús";1982;150.3;5;"Breiðholt";3.303
"8123";134604.6;"Einbýlishús";1933;232.8;5;"Miðbær";3.404
"8124";31122;"Íbúðareign";2013;67.4;1;"Mosfellsbær";3.97
"8125";30854.2;"Íbúðareign";2013;67.4;1;"Mosfellsbær";4.184
"8126";26231.4;"Íbúðareign";1994;79.3;2;"Grafarvogur";3.052
"8127";35100;"Íbúðareign";1968;80;3;"Fossvogur";3.644
"8128";25593.1;"Íbúðareign";1949;61.1;1;"Laugarneshverfi/Vogar";3.793
"8129";37459.5;"Íbúðareign";1954;96.1;3;"Laugarneshverfi/Vogar";3.663
"8130";60427.9;"Íbúðareign";1963;131.9;4;"Háaleiti";3.932
"8131";62325.9;"Raðhús";1970;147.3;5;"Fossvogur";3.405
"8132";41182.7;"Íbúðareign";1990;117;3;"Grafarvogur";2.984
"8133";35090.9;"Íbúðareign";1932;67.4;2;"Miðbær";3.021
"8134";42250;"Íbúðareign";2004;110.1;3;"Grafarholt";3.822
"8135";25610;"Íbúðareign";1968;80.4;2;"Breiðholt";2.568
"8136";45708;"Íbúðareign";1928;63.3;1;"Miðbær";4.107
"8137";34674.9;"Íbúðareign";2000;86.4;2;"Grafarvogur";3.613
"8138";40838.2;"Íbúðareign";1997;100;3;"Grafarvogur";3.596
"8139";33584.2;"Íbúðareign";1980;113.4;4;"Breiðholt";2.639
"8140";37202.1;"Íbúðareign";2000;127.9;3;"Hafnarfjörður";2.758
"8141";26650;"Íbúðareign";1993;82.3;2;"Hafnarfjörður";2.986
"8142";33204.6;"Einbýlishús";1930;90;2;"Hafnarfjörður";3.504
"8143";23903.1;"Íbúðareign";1950;57.2;2;"Hafnarfjörður";3.259
"8144";26650;"Íbúðareign";1991;80.4;1;"Hafnarfjörður";3.186
"8145";51884.3;"Einbýlishús";2007;192.7;4;"Hafnarfjörður";2.483
"8146";55287.7;"Einbýlishús";1972;93.1;2;"Garðabær";4.332
"8147";65894.4;"Einbýlishús";1985;217.8;5;"Hafnarfjörður";2.949
"8148";39566.8;"Íbúðareign";2010;96.7;2;"Hafnarfjörður";3.946
"8149";21968.7;"Íbúðareign";1955;90.5;2;"Hafnarfjörður";2.158
"8150";34414.9;"Íbúðareign";1969;81.7;2;"Kópavogur";3.707
"8151";31190.9;"Íbúðareign";1973;49.8;1;"Kópavogur";3.97
"8152";27630.2;"Íbúðareign";1978;107.9;3;"Kópavogur";2.29
"8153";35696.7;"Íbúðareign";2002;85.6;2;"Kópavogur";3.767
"8154";27539.2;"Íbúðareign";1973;75.1;2;"Kópavogur";3.002
"8155";66985.1;"Raðhús";2000;151.1;2;"Kópavogur";3.699
"8156";50306.1;"Íbúðareign";2007;146.9;3;"Kópavogur";3.327
"8157";47014.5;"Íbúðareign";2001;119.2;3;"Kópavogur";3.561
"8158";45671.6;"Parhús";1989;100.7;3;"Kópavogur";4.015
"8159";32890;"Íbúðareign";1984;102.5;3;"Kópavogur";3.013
"8160";50940.5;"Íbúðareign";2003;119.6;2;"Kópavogur";3.644
"8161";66492.4;"Einbýlishús";1964;171.8;5;"Kópavogur";3.585
"8162";48643.4;"Íbúðareign";1995;122.8;3;"Kópavogur";3.815
"8163";80229.5;"Íbúðareign";2007;213.5;4;"Kópavogur";3.319
"8164";74374.3;"Íbúðareign";2014;134.2;2;"Kópavogur";3.964
"8165";61100;"Parhús";1988;184.8;6;"Kópavogur";2.945
"8166";28358.2;"Íbúðareign";2005;71.1;1;"Kópavogur";3.492
"8167";61731.8;"Einbýlishús";1955;155;6;"Kópavogur";3.184
"8168";36363.6;"Íbúðareign";1987;76.1;2;"Laugarneshverfi/Vogar";4.389
"8169";24265.8;"Íbúðareign";1978;68.3;1;"Kópavogur";3.211
"8170";69873.7;"Parhús";1993;163.4;4;"Kópavogur";3.612
"8171";157219.4;"Íbúðareign";2014;186.1;1;"Miðbær";4.278
"8172";146136.9;"Íbúðareign";2015;128.8;2;"Miðbær";4.079
"8173";159595.8;"Íbúðareign";2015;128.8;2;"Miðbær";4.326
"8174";25116;"Íbúðareign";1978;67.4;1;"Kópavogur";3.269
"8175";42510;"Íbúðareign";2007;122.5;2;"Kópavogur";2.932
"8176";34849.1;"Íbúðareign";2004;91.4;3;"Kópavogur";3.564
"8177";64001.6;"Parhús";1989;203;6;"Kópavogur";2.877
"8178";28758.6;"Íbúðareign";1994;73.8;2;"Kópavogur";3.712
"8179";23500.1;"Íbúðareign";1942;56.9;1;"Laugarneshverfi/Vogar";3.799
"8180";76640.2;"Einbýlishús";1993;147.8;3;"Grafarvogur";4.041
"8181";21175.7;"Íbúðareign";1958;72.2;2;"Laugarneshverfi/Vogar";2.52
"8182";50625.9;"Íbúðarhús";1923;145.4;6;"Miðbær";2.378
"8183";32013.8;"Íbúðareign";1995;84.9;2;"Mosfellsbær";3.74
"8184";35074;"Íbúðareign";1930;60.2;1;"Miðbær";3.426
"8185";40436.5;"Íbúðareign";2004;127.3;3;"Hafnarfjörður";2.826
"8186";36715.9;"Íbúðareign";2008;97.4;2;"Hafnarfjörður";3.416
"8187";35913.8;"Íbúðareign";1969;103.5;3;"Hafnarfjörður";3.28
"8188";28587;"Íbúðareign";2008;53.4;1;"Kópavogur";3.576
"8189";36082.8;"Íbúðareign";2004;103.4;3;"Grafarholt";3.575
"8190";88082.8;"Parhús";1984;248;4;"Laugarneshverfi/Vogar";3.273
"8191";98800;"Einbýlishús";1980;254.8;6;"Garðabær";3.124
"8192";33714.2;"Íbúðareign";2000;72.5;1;"Garðabær";3.834
"8193";72540;"Raðhús";2003;151.4;3;"Garðabær";4.284
"8194";60225.1;"Raðhús";2000;116.1;3;"Garðabær";4.033
"8195";34404.5;"Íbúðareign";1998;88.8;3;"Mosfellsbær";3.59
"8196";44131.1;"Íbúðareign";1999;115.7;3;"Grafarvogur";3.667
"8197";58003.4;"Raðhús";1997;143.1;4;"Grafarvogur";3.503
"8198";28316.6;"Íbúðareign";1995;73.2;3;"Laugarneshverfi/Vogar";3.418
"8199";30810;"Íbúðareign";1980;82;3;"Miðbær";2.481
"8200";30429.1;"Íbúðareign";1995;92;3;"Grafarvogur";3.192
"8201";41511.6;"Íbúðareign";2003;119.1;3;"Grafarholt";3.272
"8202";62585.9;"Einbýlishús";1979;174.6;4;"Breiðholt";3.047
"8203";37169.6;"Íbúðareign";2004;90;3;"Mosfellsbær";3.842
"8204";41306.2;"Íbúðareign";1933;88.2;1;"Miðbær";2.778
"8205";145580.5;"Einbýlishús";2004;249.6;4;"Garðabær";4.611
"8206";56257.5;"Íbúðareign";2014;77.9;2;"Miðbær";3.863
"8207";53241.5;"Raðhús";1978;236.5;5;"Breiðholt";1.741
"8208";45991.4;"Íbúðareign";1982;88.3;2;"Miðbær";3.333
"8209";29069.3;"Íbúðareign";1994;80.4;2;"Grafarvogur";3.11
"8210";47148.4;"Íbúðareign";2006;167.4;3;"Hafnarfjörður";2.406
"8211";63124.1;"Raðhús";1986;126.9;3;"Garðabær";4.354
"8212";71570.2;"Raðhús";1979;167.7;4;"Seltjarnanes";3.457
"8213";32054.1;"Íbúðareign";1994;90.9;3;"Grafarvogur";3.333
"8214";53145.3;"Íbúðareign";1996;111.4;3;"Seltjarnanes";3.68
"8215";49255.7;"Raðhús";1993;83.8;2;"Mosfellsbær";3.761
"8216";36871.9;"Íbúðareign";2004;116.1;3;"Grafarholt";3.332
"8217";31974.8;"Íbúðareign";1968;91.7;3;"Hafnarfjörður";3.343
"8218";62004.8;"Einbýlishús";2007;192.3;4;"Hafnarfjörður";2.858
"8219";23793.9;"Íbúðareign";1969;75.4;1;"Hafnarfjörður";2.772
"8220";43550;"Íbúðareign";1960;130.9;3;"Laugarneshverfi/Vogar";3.104
"8221";56641;"Íbúðareign";2014;113.7;2;"Garðabær";4.556
"8222";18194.8;"Íbúðareign";1949;39.7;1;"Laugarneshverfi/Vogar";4.126
"8223";19298.5;"Íbúðareign";1978;74.6;2;"Hafnarfjörður";2.387
"8224";51205.7;"Íbúðareign";1999;114.8;3;"Hafnarfjörður";3.812
"8225";63839.1;"Íbúðareign";2014;129.4;3;"Garðabær";4.542
"8226";41546.7;"Íbúðareign";2000;119;3;"Hafnarfjörður";3.205
"8227";90327.9;"Einbýlishús";1978;256.2;7;"Breiðholt";2.723
"8228";24830;"Íbúðareign";1959;59.4;1;"Laugarneshverfi/Vogar";3.766
"8229";128436.1;"Einbýlishús";1978;294.1;5;"Seltjarnanes";3.51
"8230";57422.3;"Íbúðareign";2010;120.6;2;"Hafnarfjörður";3.547
"8231";56072.9;"Raðhús";1981;184.1;4;"Hafnarfjörður";2.631
"8232";28961.4;"Íbúðareign";1965;87.2;2;"Hafnarfjörður";3.059
"8233";31783.7;"Íbúðareign";2002;89.7;2;"Hafnarfjörður";3.089
"8234";39994.5;"Íbúðareign";2008;106.7;2;"Hafnarfjörður";3.698
"8235";37841.7;"Íbúðareign";2014;59.3;1;"Miðbær";3.795
"8236";58143.8;"Raðhús";1980;194.8;5;"Breiðholt";2.452
"8237";73392.8;"Raðhús";1960;197.1;4;"Laugarneshverfi/Vogar";3.065
"8238";20800;"Íbúðareign";1967;53.5;1;"Árbær";3.496
"8239";32446.7;"Íbúðareign";1959;75.1;2;"Laugarneshverfi/Vogar";4.065
"8240";29846.7;"Íbúðareign";1958;99.8;3;"Laugarneshverfi/Vogar";2.71
"8241";25842.7;"Íbúðareign";1969;57.3;1;"Fossvogur";3.84
"8242";27233.7;"Íbúðareign";1987;70.7;1;"Grafarvogur";3.41
"8243";35201.4;"Íbúðareign";1969;79.5;2;"Fossvogur";3.682
"8244";43816.5;"Íbúðareign";1955;82.9;2;"Seltjarnanes";4.333
"8245";32910.8;"Íbúðareign";2004;91.3;2;"Grafarholt";3.83
"8246";38286.3;"Íbúðareign";2013;97.8;2;"Mosfellsbær";3.565
"8247";23260.9;"Íbúðareign";1989;71.2;2;"Hlíðar";2.788
"8248";64344.8;"Raðhús";1977;210;5;"Garðabær";2.9
"8249";32307.6;"Íbúðareign";1929;109.6;3;"Hafnarfjörður";2.388
"8250";19258.2;"Íbúðareign";1925;70.9;2;"Hafnarfjörður";2.384
"8251";21134.1;"Íbúðareign";1973;60.5;1;"Kópavogur";3.146
"8252";21031.4;"Íbúðareign";1900;48.4;2;"Miðbær";2.764
"8253";27831.7;"Íbúðareign";1993;48.1;1;"Miðbær";3.926
"8254";20508.8;"Íbúðareign";1906;44.2;1;"Miðbær";2.574
"8255";33785.7;"Íbúðareign";1997;81.7;2;"Kópavogur";3.452
"8256";36637.9;"Íbúðareign";2006;107.2;2;"Kópavogur";3.25
"8257";56335.5;"Íbúðareign";2008;123.2;2;"Hafnarfjörður";3.468
"8258";56496.7;"Einbýlishús";2014;152.8;4;"Hafnarfjörður";3.349
"8259";21000.2;"Íbúðareign";1978;49.3;1;"Kópavogur";4.045
"8260";62783.5;"Íbúðareign";2013;113.2;2;"Kópavogur";4.35
"8261";67198.3;"Íbúðareign";2013;114;2;"Kópavogur";3.915
"8262";40869.4;"Íbúðareign";2005;102.8;3;"Kópavogur";3.537
"8263";37693.5;"Íbúðareign";1958;84.1;2;"Kópavogur";3.506
"8264";28841.8;"Íbúðareign";1980;71.9;1;"Seltjarnanes";3.472
"8265";40749.8;"Íbúðareign";2013;97.8;2;"Mosfellsbær";3.899
"8266";64832.3;"Íbúðareign";2004;112.4;2;"Miðbær";3.922
"8267";42942.9;"Íbúðareign";2006;108;3;"Grafarholt";3.95
"8268";68074.5;"Íbúðareign";2003;138.6;3;"Grafarholt";4.176
"8269";37766.3;"Íbúðareign";1967;116.3;3;"Háaleiti";2.743
"8270";31267.6;"Íbúðareign";2004;77.8;2;"Grafarholt";4.053
"8271";53820;"Parhús";2000;143.7;4;"Mosfellsbær";3.253
"8272";67563.6;"Parhús";2000;155.7;4;"Mosfellsbær";4.167
"8273";28826.2;"Íbúðareign";1961;69.4;2;"Gerðin";3.828
"8274";29166.8;"Íbúðareign";1968;91.1;3;"Breiðholt";2.758
"8275";53931.8;"Íbúðareign";1962;141.2;4;"Laugarneshverfi/Vogar";3.385
"8276";61080.5;"Einbýlishús";2005;173.5;5;"Hafnarfjörður";3.532
"8277";25391.6;"Íbúðareign";1991;70.9;2;"Hafnarfjörður";3.568
"8278";44870.8;"Íbúðareign";1961;153.3;4;"Gerðin";3.113
"8279";96444.4;"Einbýlishús";2010;152.3;3;"Garðabær";4.666
"8280";29122.6;"Íbúðareign";1965;87.2;2;"Hafnarfjörður";2.891
"8281";29240.9;"Íbúðareign";1994;73;2;"Hafnarfjörður";3.862
"8282";42819.4;"Íbúðareign";1996;88.6;2;"Kópavogur";3.598
"8283";26622.7;"Íbúðareign";1978;97.4;3;"Kópavogur";2.214
"8284";28958.8;"Íbúðareign";1931;57.2;2;"Miðbær";2.933
"8285";33345;"Íbúðareign";1964;82.7;2;"Háaleiti";3.573
"8286";56793.1;"Íbúðareign";2006;123;3;"Garðabær";3.873
"8287";47026.2;"Íbúðareign";2013;102;2;"Kópavogur";3.931
"8288";60359;"Raðhús";1998;144.4;3;"Kópavogur";3.968
"8289";32342.7;"Íbúðareign";1968;112.2;3;"Árbær";2.373
"8290";48279.4;"Íbúðareign";2000;105.3;3;"Garðabær";4.25
