"nrhus";"nuvirdi";"teg_eign";"byggar";"ibm2";"fjherb";"matssvaedi";"gaedi"
"4124";19445.4;"Íbúðareign";1980;59.8;1;"Breiðholt";2.613
"4125";33771.4;"Raðhús";1961;82;3;"Gerðin";3.438
"4126";18200;"Íbúðareign";1945;58.7;2;"Laugarneshverfi/Vogar";2.968
"4127";30267.9;"Íbúðareign";1964;92.4;2;"Háaleiti";2.72
"4128";17858.1;"Íbúðareign";1939;53.6;1;"Miðbær";2.262
"4129";39586.3;"Íbúðareign";2007;106.6;3;"Grafarvogur";3.811
"4130";37911.9;"Íbúðareign";2011;80.3;2;"Miðbær";3.175
"4131";51710.1;"Einbýlishús";1930;140.2;5;"Hafnarfjörður";3.372
"4132";25981.8;"Íbúðareign";1993;93.4;2;"Hafnarfjörður";2.695
"4133";28581.8;"Íbúðareign";2003;111.7;3;"Hafnarfjörður";2.43
"4134";42351.4;"Raðhús";1960;114.4;3;"Kópavogur";2.911
"4135";51412.4;"Einbýlishús";1952;142.6;4;"Kópavogur";3.174
"4136";21665.8;"Íbúðareign";1968;84.2;2;"Breiðholt";2.032
"4137";28135.9;"Íbúðareign";1995;84.9;2;"Mosfellsbær";3.279
"4138";36254.4;"Íbúðareign";1954;78;3;"Miðbær";3.048
"4139";47680.1;"Íbúðareign";1988;149.1;3;"Grafarvogur";2.877
"4140";26128.7;"Íbúðareign";2003;93.6;2;"Hafnarfjörður";2.868
"4141";25129;"Íbúðareign";1978;101.4;3;"Breiðholt";2.057
"4142";30160;"Íbúðareign";1977;76.9;2;"Hlíðar";3.522
"4143";29751.8;"Íbúðareign";1991;69.6;1;"Fossvogur";4.031
"4144";26340.6;"Íbúðareign";1996;68.2;1;"Grafarvogur";3.517
"4145";23687.3;"Íbúðareign";1943;64.8;2;"Miðbær";2.47
"4146";40976;"Raðhús";1994;114.1;3;"Hafnarfjörður";3.252
"4147";33442.5;"Íbúðareign";1978;120.1;4;"Hafnarfjörður";2.7
"4148";26232.7;"Íbúðareign";2005;89.9;2;"Hafnarfjörður";2.666
"4149";26687.7;"Íbúðareign";1994;76.6;2;"Grafarvogur";3.488
"4150";22254.7;"Íbúðareign";1968;61;1;"Hafnarfjörður";3.197
"4151";24068.2;"Íbúðareign";1994;73.9;2;"Hafnarfjörður";3.166
"4152";37211.2;"Íbúðareign";1997;89.8;2;"Kópavogur";3.478
"4153";46276.1;"Íbúðareign";1972;132.5;3;"Gerðin";3.639
"4154";30217.2;"Íbúðareign";1998;89.9;2;"Breiðholt";3.072
"4155";64896;"Íbúðareign";1929;129;1;"Miðbær";3.062
"4156";50217.7;"Íbúðareign";1994;126;2;"Grafarvogur";3.839
"4157";40491.1;"Íbúðareign";1960;118.2;4;"Kópavogur";3.133
"4158";88686;"Einbýlishús";2005;230.8;5;"Kópavogur";3.281
"4159";25698.4;"Íbúðareign";1981;90;2;"Kópavogur";2.545
"4160";31137.6;"Íbúðareign";2004;91.4;3;"Kópavogur";2.753
"4161";19081.4;"Íbúðareign";1947;58.9;1;"Hlíðar";2.484
"4162";34420.1;"Einbýlishús";1928;100.1;3;"Hafnarfjörður";2.695
"4163";48272.9;"Íbúðareign";1998;126.9;1;"Hafnarfjörður";3.727
"4164";35547.2;"Íbúðareign";1959;113.8;3;"Hlíðar";2.528
"4165";25506;"Parhús";1985;69.1;1;"Breiðholt";3.015
"4166";50681.8;"Parhús";1995;123.1;3;"Grafarvogur";4.06
"4167";33670;"Íbúðareign";2006;103.2;3;"Hafnarfjörður";3.102
"4168";43491.5;"Íbúðareign";1976;137.7;3;"Hafnarfjörður";2.942
"4169";26934.7;"Íbúðareign";2004;113.4;3;"Hafnarfjörður";2.406
"4170";59538.7;"Einbýlishús";1979;145.1;4;"Hafnarfjörður";3.542
"4171";23567.7;"Íbúðareign";1988;87.4;2;"Hafnarfjörður";2.404
"4172";28944.5;"Íbúðareign";1969;112.7;3;"Hafnarfjörður";2.477
"4173";35063.6;"Íbúðareign";1942;74.9;3;"Laugarneshverfi/Vogar";4.007
"4174";25903.8;"Íbúðareign";1996;83.3;2;"Grafarvogur";2.811
"4175";20703.8;"Íbúðareign";1949;67.7;2;"Kópavogur";2.845
"4176";35070.1;"Íbúðareign";2005;107;3;"Kópavogur";2.785
"4177";53069.9;"Íbúðareign";2007;153.3;4;"Kópavogur";3.23
"4178";46450.3;"Íbúðareign";2006;136.7;3;"Kópavogur";3.095
"4179";27730.3;"Íbúðareign";1988;77.5;2;"Kópavogur";3.403
"4180";112919.3;"Einbýlishús";2008;293.8;4;"Kópavogur";3.588
"4181";27197.3;"Íbúðareign";1977;74.1;2;"Hlíðar";3.127
"4182";47152.3;"Íbúðareign";1906;146.8;3;"Miðbær";1.914
"4183";29173.3;"Íbúðareign";1961;75.2;2;"Hlíðar";3.123
"4184";24421.8;"Íbúðareign";1978;58.6;2;"Gerðin";3.884
"4185";63072.1;"Einbýlishús";1979;215;3;"Mosfellsbær";2.788
"4186";28462.2;"Íbúðareign";2004;81.4;2;"Kópavogur";3.207
"4187";30006.6;"Íbúðareign";2004;86.3;2;"Kópavogur";3.16
"4188";22878.7;"Íbúðareign";1975;82.7;2;"Breiðholt";2.265
"4189";45563.7;"Íbúðareign";1957;114.2;3;"Hlíðar";3.427
"4190";33178.6;"Íbúðareign";1961;98.6;3;"Laugarneshverfi/Vogar";2.796
"4191";20410;"Íbúðareign";1928;35.5;1;"Vesturbær";4.504
"4192";64327.9;"Íbúðareign";1945;166.7;3;"Miðbær";2.257
"4193";37610.3;"Íbúðareign";1990;136;4;"Grafarvogur";2.694
"4194";56014.4;"Raðhús";1989;166;4;"Grafarvogur";2.865
"4195";36162.1;"Íbúðareign";2005;97.6;3;"Grafarvogur";3.525
"4196";32779.5;"Íbúðareign";1960;95.6;2;"Laugarneshverfi/Vogar";3.213
"4197";19175;"Íbúðareign";1987;55;1;"Hafnarfjörður";3.257
"4198";29222.7;"Raðhús";1989;73.2;1;"Kópavogur";3.874
"4199";27236.3;"Íbúðareign";1995;84.2;2;"Mosfellsbær";2.67
"4200";27885;"Íbúðareign";1976;112.2;3;"Hafnarfjörður";2.07
"4201";45398.6;"Einbýlishús";1931;113.6;5;"Hafnarfjörður";3.175
"4202";53866.8;"Raðhús";1993;163.5;4;"Kópavogur";3.164
"4203";67394.6;"Parhús";1983;251.3;7;"Kópavogur";2.393
"4204";41397.2;"Íbúðareign";1996;117;2;"Kópavogur";2.98
"4205";63428.3;"Einbýlishús";1990;202.8;5;"Kópavogur";2.6
"4206";47343.4;"Íbúðareign";2007;130.2;3;"Kópavogur";3.285
"4207";26897;"Íbúðareign";1946;94.1;2;"Hafnarfjörður";2.455
"4208";42136.9;"Íbúðareign";1967;123.4;3;"Kópavogur";2.873
"4209";48490;"Parhús";1990;142.1;3;"Mosfellsbær";3.342
"4210";22846.2;"Íbúðareign";1979;49.1;2;"Miðbær";3.146
"4211";30733.3;"Íbúðareign";2007;84.3;2;"Mosfellsbær";3.139
"4212";22434.1;"Íbúðareign";1972;77.1;3;"Breiðholt";2.597
"4213";32500;"Íbúðareign";2006;102.7;2;"Hafnarfjörður";2.767
"4214";75901.8;"Einbýlishús";1999;159.8;3;"Garðabær";4.083
"4215";98641.4;"Einbýlishús";1966;273.4;5;"Garðabær";2.982
"4216";30466.8;"Íbúðareign";1959;90.2;2;"Kópavogur";2.617
"4217";36065.9;"Íbúðareign";1975;122.4;4;"Gerðin";3.751
"4218";28910.7;"Íbúðareign";1995;94.2;2;"Mosfellsbær";2.79
"4219";37896.3;"Íbúðareign";1942;89.4;2;"Laugarneshverfi/Vogar";3.67
"4220";27804.4;"Íbúðareign";1967;77.8;2;"Árbær";2.966
"4221";26156;"Íbúðareign";1962;92.1;3;"Laugarneshverfi/Vogar";2.545
"4222";31666.7;"Íbúðareign";1989;73.4;1;"Hafnarfjörður";3.899
"4223";32147.7;"Íbúðareign";2006;79.9;2;"Hafnarfjörður";4.036
"4224";26159.9;"Íbúðareign";2012;63.4;1;"Hafnarfjörður";3.695
"4225";26939.9;"Íbúðareign";2012;63.4;1;"Hafnarfjörður";3.512
"4226";48306.7;"Einbýlishús";1973;120.8;3;"Garðabær";3.338
"4227";23039.9;"Íbúðareign";1994;75.6;2;"Grafarvogur";2.837
"4228";34794.5;"Íbúðareign";1922;74.9;2;"Miðbær";2.77
"4229";83540.6;"Einbýlishús";1995;169.2;4;"Garðabær";4.348
"4230";34083.4;"Íbúðareign";2008;119.6;3;"Hafnarfjörður";2.796
"4231";26291.2;"Íbúðareign";1992;94.8;3;"Mosfellsbær";2.27
"4232";50005.8;"Íbúðareign";1998;115.9;3;"Kópavogur";3.708
"4233";47227.7;"Íbúðareign";2008;135.9;2;"Kópavogur";2.92
"4234";59701.2;"Raðhús";2000;143.3;4;"Kópavogur";3.592
"4235";31413.2;"Íbúðareign";1948;91.9;2;"Laugarneshverfi/Vogar";2.823
"4236";21331.7;"Íbúðareign";1980;53.3;1;"Kópavogur";3.309
"4237";24003.2;"Íbúðareign";1990;68.2;1;"Grafarvogur";3.474
"4238";35100;"Íbúðareign";1978;100.1;2;"Kópavogur";3.284
"4239";38703.6;"Íbúðareign";1960;117.8;3;"Hlíðar";2.717
"4240";44822.7;"Íbúðareign";1932;80.8;2;"Miðbær";3.426
"4241";25662;"Íbúðareign";1996;82.8;2;"Grafarvogur";2.881
"4242";46159.1;"Íbúðareign";1996;111.4;2;"Seltjarnanes";3.106
"4243";134742.4;"Einbýlishús";1958;266.8;7;"Laugarneshverfi/Vogar";3.854
"4244";28804.1;"Íbúðareign";1989;96.6;2;"Grafarvogur";2.877
"4245";60621.6;"Raðhús";1990;170.4;4;"Grafarvogur";3.393
"4246";26322.4;"Íbúðareign";2009;73.9;2;"Hafnarfjörður";3.103
"4247";77327.9;"Einbýlishús";1973;138.4;4;"Garðabær";4.198
"4248";29996.2;"Íbúðareign";1929;109.6;3;"Hafnarfjörður";2.151
"4249";27914.9;"Íbúðareign";1950;76.7;2;"Hlíðar";2.755
"4250";30466.8;"Íbúðareign";1963;99.5;2;"Háaleiti";2.424
"4251";26514.8;"Íbúðareign";1994;81;2;"Grafarvogur";2.866
"4252";27196;"Íbúðareign";1976;108.2;3;"Hafnarfjörður";2.162
"4253";30830.8;"Íbúðareign";1926;64;2;"Miðbær";3.178
"4254";31469.1;"Einbýlishús";1961;76.1;3;"Árbær";3.355
"4255";44002.4;"Íbúðareign";2003;133.6;4;"Hafnarfjörður";2.972
"4256";47045.7;"Raðhús";2001;112.7;3;"Garðabær";3.941
"4257";16289;"Íbúðareign";1960;79.7;1;"Kópavogur";1.913
"4258";26000;"Íbúðareign";1973;83.7;2;"Árbær";2.46
"4259";53368.9;"Einbýlishús";1974;263;7;"Mosfellsbær";1.918
"4260";48647.3;"Parhús";1989;146.6;4;"Kópavogur";2.869
"4261";25346.1;"Íbúðareign";1990;72.7;1;"Kópavogur";2.958
"4262";30576;"Íbúðareign";2000;104.6;3;"Kópavogur";2.47
"4263";27131;"Íbúðareign";1966;86.9;2;"Kópavogur";2.528
"4264";35765.6;"Íbúðareign";1961;114.1;2;"Kópavogur";2.628
"4265";27838.2;"Íbúðareign";1965;82.9;3;"Laugarneshverfi/Vogar";2.742
"4266";36826.4;"Íbúðareign";1987;101.7;3;"Seltjarnanes";2.837
"4267";38610;"Íbúðareign";2004;118.1;3;"Mosfellsbær";2.872
"4268";42672.5;"Íbúðareign";2002;137.2;4;"Grafarholt";2.868
"4269";24936.6;"Íbúðareign";1956;86.1;2;"Kópavogur";2.617
"4270";43778.8;"Íbúðareign";2010;116.5;2;"Kópavogur";3.272
"4271";23874.5;"Íbúðareign";1972;88.2;3;"Breiðholt";2.204
"4272";21742.5;"Íbúðareign";1964;59.1;1;"Háaleiti";3.32
"4273";58424.6;"Íbúðareign";1960;152.3;4;"Laugarneshverfi/Vogar";3.119
"4274";56433;"Íbúðareign";2008;111.2;2;"Miðbær";3.518
"4275";19177.6;"Íbúðareign";1955;63.2;1;"Hafnarfjörður";2.841
"4276";29711.5;"Íbúðareign";1974;103.6;3;"Kópavogur";2.338
"4277";80624.7;"Parhús";2001;211.3;5;"Kópavogur";3.327
"4278";75964.2;"Einbýlishús";1970;175.4;6;"Kópavogur";3.822
"4279";41215.2;"Íbúðareign";2012;109.3;3;"Kópavogur";3.122
"4280";22072.7;"Íbúðareign";1922;59.2;1;"Vesturbær";3.022
"4281";56232.8;"Íbúðareign";2008;119.3;2;"Miðbær";2.921
"4282";17135.3;"Íbúðareign";1968;65.2;1;"Breiðholt";2.138
"4283";20178.6;"Íbúðareign";1969;47.9;1;"Fossvogur";3.681
"4284";41061.8;"Íbúðareign";1926;111;3;"Miðbær";2.268
"4285";27249.3;"Íbúðareign";1994;88.3;3;"Grafarvogur";2.757
"4286";25234.3;"Íbúðareign";1930;47.7;1;"Miðbær";3.585
"4287";32760;"Íbúðareign";1946;108.1;3;"Hlíðar";2.659
"4288";54600;"Einbýlishús";2005;147.1;4;"Mosfellsbær";3.711
"4289";29772.6;"Íbúðareign";1929;70.2;2;"Vesturbær";3.127
"4290";29965;"Íbúðareign";1948;57.3;1;"Miðbær";3.455
"4291";22687.6;"Íbúðareign";1955;76.5;2;"Hafnarfjörður";2.621
"4292";48604.4;"Íbúðareign";2009;126.1;2;"Hafnarfjörður";3.969
"4293";64095.2;"Einbýlishús";1992;181.4;3;"Hafnarfjörður";3.427
"4294";63830;"Einbýlishús";1966;132.7;4;"Garðabær";3.898
"4295";21970;"Íbúðareign";1965;81.6;2;"Hafnarfjörður";2.529
"4296";29879.2;"Íbúðareign";1960;96.1;2;"Laugarneshverfi/Vogar";2.59
"4297";73331.7;"Parhús";1999;153.7;2;"Seltjarnanes";4.216
"4298";30834.7;"Íbúðareign";1958;106;3;"Laugarneshverfi/Vogar";2.726
"4299";28367.3;"Íbúðareign";1957;77;2;"Hlíðar";2.736
"4300";23221.9;"Íbúðareign";1956;90.9;1;"Laugarneshverfi/Vogar";2.319
"4301";44794.1;"Raðhús";1994;103.5;3;"Grafarvogur";4.062
"4302";51500.8;"Einbýlishús";1978;140.6;4;"Mosfellsbær";3.134
"4303";88544.3;"Parhús";1988;245;6;"Seltjarnanes";3.152
"4304";14136.2;"Íbúðareign";1974;46.9;1;"Breiðholt";2.518
"4305";41987.4;"Íbúðareign";2006;96.4;1;"Miðbær";2.733
"4306";25990.9;"Íbúðareign";1969;103.4;3;"Breiðholt";1.875
"4307";56521.4;"Íbúðareign";1986;172.2;4;"Grafarvogur";3.235
"4308";35947.6;"Íbúðareign";2009;104.6;2;"Hafnarfjörður";3.241
"4309";31560.1;"Íbúðareign";1999;93.8;3;"Grafarvogur";2.88
"4310";40886.3;"Íbúðareign";1961;115.1;3;"Laugarneshverfi/Vogar";3.263
"4311";30390.1;"Íbúðareign";1995;103.4;2;"Grafarvogur";2.685
"4312";28572.7;"Íbúðareign";1947;79.7;2;"Miðbær";2.303
"4313";21418.8;"Íbúðareign";1979;66.9;1;"Breiðholt";2.757
"4314";48319.7;"Íbúðareign";2007;96.2;2;"Fossvogur";4.741
"4315";75263.5;"Einbýlishús";1969;245.6;6;"Breiðholt";2.536
"4316";24547.9;"Íbúðareign";1977;73.5;1;"Breiðholt";2.746
"4317";56611.1;"Einbýlishús";1994;120.1;3;"Grafarvogur";4.228
"4318";29816.8;"Íbúðareign";1987;109.4;2;"Mosfellsbær";2.594
"4319";42008.2;"Íbúðareign";1971;105.6;4;"Seltjarnanes";3.254
"4320";23626.2;"Íbúðareign";2001;61.8;1;"Hafnarfjörður";3.776
"4321";58392.1;"Einbýlishús";1973;141;4;"Hafnarfjörður";3.47
"4322";113837.1;"Einbýlishús";1984;242.6;3;"Garðabær";4.326
"4323";25730.9;"Íbúðareign";1979;97.4;3;"Kópavogur";2.542
"4324";22727.9;"Íbúðareign";1969;81.7;2;"Kópavogur";2.195
"4325";39256.1;"Íbúðareign";2000;105.4;3;"Kópavogur";3.264
"4326";35839.7;"Íbúðareign";2002;113.4;3;"Kópavogur";2.731
"4327";44645.9;"Raðhús";1972;139.9;7;"Kópavogur";3.04
"4328";54191.8;"Raðhús";2002;134.9;4;"Kópavogur";3.446
"4329";29434.6;"Íbúðareign";1991;65.3;1;"Gerðin";3.824
"4330";24680.5;"Íbúðareign";1995;82.4;3;"Mosfellsbær";2.484
"4331";17884.1;"Íbúðareign";1967;55.4;1;"Árbær";2.953
"4332";17771;"Íbúðareign";1991;62.5;1;"Hafnarfjörður";2.812
"4333";34704.8;"Íbúðareign";1984;82.2;2;"Gerðin";4.241
"4334";18453.5;"Íbúðareign";1944;54.5;1;"Miðbær";2.108
"4335";66024.4;"Íbúðareign";1978;160.6;4;"Miðbær";2.826
"4336";35016.8;"Íbúðareign";1959;108;2;"Laugarneshverfi/Vogar";3.121
"4337";40674.4;"Íbúðareign";1972;114.6;3;"Seltjarnanes";2.799
"4338";27292.2;"Íbúðareign";1935;52.3;1;"Miðbær";3.287
"4339";20121.4;"Íbúðareign";1975;58.8;2;"Breiðholt";2.96
"4340";59879.3;"Raðhús";1974;143.6;3;"Garðabær";3.636
"4341";32242.6;"Íbúðareign";1976;134.6;5;"Hafnarfjörður";2.33
"4342";42270.8;"Íbúðareign";2001;119.9;3;"Hafnarfjörður";3.432
"4343";53067.3;"Íbúðareign";2007;128.1;3;"Garðabær";3.627
"4344";49930.4;"Íbúðareign";2006;141.3;3;"Kópavogur";3.114
"4345";43834.7;"Einbýlishús";1930;134.2;3;"Hafnarfjörður";2.846
"4346";31721.3;"Íbúðareign";2007;84.9;2;"Hafnarfjörður";3.341
"4347";33824.7;"Íbúðareign";2011;103.2;3;"Hafnarfjörður";2.916
"4348";29792.1;"Íbúðareign";2008;75.4;1;"Hafnarfjörður";3.355
"4349";27751.1;"Íbúðareign";1960;66.1;2;"Laugarneshverfi/Vogar";3.699
"4350";53411.8;"Íbúðareign";1967;131.2;3;"Hlíðar";3.363
"4351";38256.4;"Íbúðareign";1942;85.4;3;"Miðbær";2.819
"4352";44931.9;"Íbúðareign";1959;122.7;2;"Laugarneshverfi/Vogar";3.28
"4353";38220;"Íbúðareign";2005;112.6;3;"Kópavogur";3.289
"4354";68590.6;"Einbýlishús";1968;223;6;"Kópavogur";2.857
"4355";60197.8;"Einbýlishús";1964;146.5;6;"Laugarneshverfi/Vogar";3.784
"4356";38220;"Raðhús";1976;140.6;4;"Breiðholt";2.437
"4357";37458.2;"Íbúðareign";1979;162.6;2;"Breiðholt";1.973
"4358";31181.8;"Íbúðareign";1947;96.6;1;"Laugarneshverfi/Vogar";2.739
"4359";24874.2;"Íbúðareign";1966;82.4;2;"Laugarneshverfi/Vogar";2.564
"4360";46044.7;"Íbúðareign";1958;133.2;3;"Laugarneshverfi/Vogar";3.11
"4361";27627.6;"Íbúðareign";1926;67;2;"Miðbær";2.497
"4362";36219.3;"Íbúðareign";1961;85;2;"Kópavogur";3.381
"4363";86130.2;"Einbýlishús";1978;250.9;3;"Kópavogur";2.921
"4364";59567.3;"Parhús";2000;138.4;2;"Mosfellsbær";4.212
"4365";10390.9;"Íbúðareign";1968;22.8;1;"Árbær";3.332
"4366";48565.4;"Íbúðareign";1972;161.7;4;"Laugarneshverfi/Vogar";2.943
"4367";50332.1;"Raðhús";1984;168.5;6;"Breiðholt";2.534
"4368";61508.2;"Einbýlishús";1979;178;5;"Mosfellsbær";3.004
"4369";31668;"Íbúðareign";1993;131;3;"Mosfellsbær";2.063
"4370";17550;"Íbúðareign";1962;47.7;1;"Laugarneshverfi/Vogar";3.465
"4371";31279.3;"Einbýlishús";1929;158.6;5;"Hafnarfjörður";1.572
"4372";57985.2;"Íbúðareign";2006;139.6;3;"Garðabær";4.144
"4373";21222.5;"Íbúðareign";2010;44.1;1;"Kópavogur";4.19
"4374";22336.6;"Íbúðareign";1978;54.8;1;"Kópavogur";3.264
"4375";25322.7;"Íbúðareign";1979;73.6;2;"Kópavogur";2.801
"4376";26627.9;"Íbúðareign";1959;99.4;3;"Laugarneshverfi/Vogar";2.252
"4377";28982.2;"Íbúðareign";1985;91;2;"Mosfellsbær";2.851
"4378";26334.1;"Íbúðareign";2004;84.4;2;"Hafnarfjörður";2.972
"4379";26098.8;"Íbúðareign";1955;84.2;2;"Kópavogur";2.533
"4380";42451.5;"Íbúðareign";1968;145.8;4;"Kópavogur";2.689
"4381";24672.7;"Íbúðareign";1949;69.7;2;"Laugarneshverfi/Vogar";2.965
"4382";32695;"Íbúðareign";1937;85.1;3;"Miðbær";2.276
"4383";63590.8;"Einbýlishús";1954;194.6;5;"Kópavogur";2.959
"4384";75112.7;"Parhús";1994;244.3;6;"Kópavogur";2.513
"4385";32445.4;"Íbúðareign";1998;78.3;2;"Kópavogur";3.667
"4386";59662.2;"Raðhús";2005;119.9;2;"Kópavogur";4.266
"4387";53162.2;"Íbúðareign";1964;148.9;4;"Hlíðar";2.818
"4388";34424;"Íbúðareign";1987;76.1;2;"Laugarneshverfi/Vogar";4.22
"4389";33586.8;"Íbúðareign";2003;84.7;2;"Grafarholt";3.582
"4390";21140.6;"Íbúðareign";1967;79.3;2;"Árbær";2.239
"4391";46746.7;"Íbúðareign";2003;141.3;3;"Grafarholt";3.574
"4392";25220;"Íbúðareign";1969;81.1;2;"Breiðholt";2.681
"4393";40246.7;"Íbúðareign";1957;115.2;3;"Vesturbær";3.085
"4394";51513.8;"Raðhús";1972;136;3;"Garðabær";3.667
"4395";29042;"Íbúðareign";1958;76.4;2;"Laugarneshverfi/Vogar";3.586
"4396";110295.9;"Íbúðareign";2008;165;2;"Miðbær";4.452
"4397";103873.9;"Íbúðareign";2008;165;2;"Miðbær";4.22
"4398";24610.3;"Íbúðareign";1991;79.9;2;"Grafarvogur";2.61
"4399";30377.1;"Íbúðareign";1965;92.4;2;"Laugarneshverfi/Vogar";2.817
"4400";35991.8;"Íbúðareign";1992;121.4;4;"Hafnarfjörður";2.524
"4401";41979.6;"Íbúðareign";1963;107.9;4;"Kópavogur";3.471
"4402";23458.5;"Íbúðareign";1960;70.2;1;"Laugarneshverfi/Vogar";2.744
"4403";33744.1;"Íbúðareign";1965;97.3;3;"Laugarneshverfi/Vogar";2.944
"4404";28936.7;"Íbúðareign";1995;90.4;2;"Grafarvogur";2.75
"4405";30605.9;"Íbúðareign";1990;112.4;4;"Grafarvogur";2.442
"4406";49660;"Einbýlishús";1994;208.8;3;"Kópavogur";2.25
"4407";24204.7;"Íbúðareign";1989;64.5;2;"Kópavogur";3.632
"4408";39352.3;"Íbúðareign";2006;134.5;3;"Mosfellsbær";2.569
"4409";22798.1;"Íbúðareign";1947;68.4;1;"Laugarneshverfi/Vogar";2.898
"4410";35661.6;"Íbúðareign";1974;93.3;3;"Gerðin";3.508
"4411";60533.2;"Raðhús";1929;151.9;4;"Vesturbær";2.9
"4412";30212;"Íbúðareign";1993;70;1;"Breiðholt";2.961
"4413";58262.1;"Einbýlishús";1984;142.8;5;"Grafarvogur";3.696
"4414";27686.1;"Íbúðareign";1990;76.3;2;"Kópavogur";3.122
"4415";33616.7;"Íbúðareign";1965;88;3;"Gerðin";3.707
"4416";33735;"Íbúðareign";1960;95.5;3;"Laugarneshverfi/Vogar";3.268
"4417";24271;"Íbúðareign";1985;70.1;1;"Laugarneshverfi/Vogar";3.236
"4418";77524.2;"Parhús";2002;165.6;3;"Garðabær";4.194
"4419";22603.1;"Íbúðareign";1923;79.9;1;"Hafnarfjörður";2.461
"4420";35274.2;"Íbúðareign";2002;91.7;2;"Kópavogur";3.314
"4421";51560.6;"Einbýlishús";1985;217.8;4;"Breiðholt";2.062
"4422";57007.6;"Einbýlishús";2004;156.9;3;"Hafnarfjörður";3.108
"4423";53272.7;"Raðhús";1982;221.3;7;"Hafnarfjörður";2.165
"4424";28529.8;"Íbúðareign";1968;81;3;"Fossvogur";2.922
"4425";31090.8;"Íbúðareign";1990;62;1;"Miðbær";3.466
"4426";35731.8;"Íbúðareign";1948;91.6;2;"Laugarneshverfi/Vogar";3.792
"4427";77740;"Parhús";1973;151.5;5;"Fossvogur";3.998
"4428";28979.6;"Íbúðareign";1988;95.6;2;"Grafarvogur";2.797
"4429";30925.7;"Íbúðareign";2003;57.5;1;"Laugarneshverfi/Vogar";4.041
"4430";55070.6;"Einbýlishús";1971;136.9;5;"Hafnarfjörður";3.528
"4431";61639.5;"Raðhús";2006;173.4;4;"Grafarvogur";3.14
"4432";26092.3;"Íbúðareign";1998;77;2;"Grafarvogur";3.355
"4433";22551.1;"Íbúðareign";1978;90.1;2;"Breiðholt";1.989
"4434";43369.3;"Íbúðareign";1965;129.2;3;"Kópavogur";3.086
"4435";50797.5;"Einbýlishús";1960;143.4;3;"Kópavogur";2.856
"4436";16380;"Íbúðareign";1917;49.1;1;"Vesturbær";2.676
"4437";43303;"Íbúðareign";1989;161.6;3;"Grafarvogur";2.501
"4438";31443.1;"Íbúðareign";1991;83.8;2;"Grafarvogur";3.54
"4439";28637.7;"Íbúðareign";1991;69.6;1;"Fossvogur";3.759
"4440";90429.3;"Íbúðareign";2008;128.8;2;"Miðbær";3.913
"4441";33499.7;"Íbúðareign";2006;100.8;3;"Hafnarfjörður";3.146
"4442";60704.8;"Einbýlishús";1973;140;4;"Hafnarfjörður";3.867
"4443";26260;"Íbúðareign";1960;93.7;2;"Gerðin";3.221
"4444";19099.6;"Íbúðareign";1986;51.3;1;"Grafarvogur";3.703
"4445";31150.6;"Íbúðareign";2003;93.5;2;"Kópavogur";2.961
"4446";117057.2;"Einbýlishús";1984;255.9;6;"Grafarvogur";3.728
"4447";35740.9;"Íbúðareign";1997;100;3;"Grafarvogur";3.131
"4448";20800;"Íbúðareign";1963;59.7;1;"Laugarneshverfi/Vogar";2.842
"4449";82158.7;"Einbýlishús";1981;255.1;5;"Seltjarnanes";2.79
"4450";34261.5;"Íbúðareign";2005;86.2;2;"Grafarvogur";3.698
"4451";19831.5;"Íbúðareign";1930;68.1;1;"Laugarneshverfi/Vogar";2.712
"4452";23585.9;"Íbúðareign";1994;75.6;2;"Grafarvogur";3.089
"4453";47260.2;"Íbúðareign";2013;113.5;2;"Hafnarfjörður";3.553
"4454";43479.8;"Íbúðareign";2006;104.8;3;"Kópavogur";3.922
"4455";49030.8;"Íbúðareign";2007;135;2;"Kópavogur";3.156
"4456";28388.1;"Íbúðareign";2006;83.3;2;"Kópavogur";3.293
"4457";29887;"Íbúðareign";1993;96.5;3;"Grafarvogur";3.023
"4458";26614.9;"Íbúðareign";1951;50.8;2;"Laugarneshverfi/Vogar";4.061
"4459";34964.8;"Íbúðareign";1948;94.1;2;"Laugarneshverfi/Vogar";3.022
"4460";44662.8;"Íbúðareign";2008;144.7;3;"Mosfellsbær";2.668
"4461";57969.6;"Einbýlishús";1988;143;2;"Grafarvogur";4.091
"4462";25652.9;"Íbúðareign";1975;82.7;3;"Breiðholt";2.528
"4463";30001.4;"Íbúðareign";1906;77.4;1;"Miðbær";2.245
"4464";30524;"Íbúðareign";1968;79.5;3;"Fossvogur";3.396
"4465";100045.4;"Einbýlishús";2006;244.2;4;"Garðabær";3.672
"4466";27582.1;"Íbúðareign";1985;83;2;"Hafnarfjörður";3.172
"4467";70562.7;"Raðhús";1992;146.5;2;"Garðabær";3.957
"4468";33566;"Íbúðareign";2006;116.5;3;"Hafnarfjörður";2.656
"4469";27576.9;"Íbúðareign";2012;63.4;1;"Hafnarfjörður";3.572
"4470";27532.7;"Íbúðareign";2012;63.4;1;"Hafnarfjörður";3.902
"4471";54600;"Íbúðareign";2006;160.7;3;"Garðabær";3.345
"4472";37033.1;"Íbúðareign";1959;137.3;3;"Hafnarfjörður";2.39
"4473";44107.7;"Íbúðareign";2006;115.7;3;"Kópavogur";3.3
