"nrhus"	"nuvirdi"	"ibm2"	"gaedi"
10166	58341.4	127.5	4.061
10167	45370	217.2	1.846
10168	85113.6	202.6	3.483
10169	35287.2	72.7	3.967
10170	90946.7	136.2	3.665
10171	36275.2	83.3	4.088
10172	36162.1	56.1	3.795
10173	68567.2	184.5	3.752
10174	71238.7	245.5	2.874
10175	31187	52.4	3.979
10176	16900	40.6	3.1
10177	95962.1	231	4.09
10178	64071.8	166.5	3.137
10179	32481.8	79.4	3.68
10180	28563.6	83.3	3.222
10181	64313.6	152.9	3.945
10182	31145.4	97.4	2.657
10183	58665.1	156.8	3.343
10184	51322.7	134.6	3.422
10185	61603.1	152.8	3.455
10186	35695.4	95.3	3.934
10187	48471.8	114.3	3.498
10188	78000	412.4	1.572
10189	59241	121.5	4.147
10190	22447.1	70	2.744
10191	36748.4	107.4	2.953
10192	38620.4	109.5	3.131
10193	31181.8	69.4	3.842
10194	58167.2	184.5	2.603
10195	75678.2	126	4.349
10196	31844.8	89.9	3.009
10197	35981.4	84.5	3.669
10198	48880	147.1	2.742
10199	26695.5	78.4	2.699
10200	53896.7	130.2	3.366
10201	55777.8	153.3	4.135
10202	56755.4	148.7	3.683
10203	88416.9	236.7	3.741
10204	28787.2	82.7	3.458
10205	52622.7	127.6	4.113
10206	24671.4	44.9	3.831
10207	43500.6	102.5	3.431
10208	28304.9	65.9	3.676
10209	56804.8	175.6	2.702
10210	34567	97	3.296
10211	56161.3	141.9	3.994
10212	31809.7	72.2	3.51
10213	33644	78	3.664
10214	39388.7	94.4	3.451
10215	42753.1	74.2	3.722
10216	39035.1	91.8	3.614
10217	71780.8	183.3	3.252
10218	33816.9	68.6	3.398
10219	29104.4	97.4	2.827
10220	47899.8	130.2	3.192
10221	44735.6	111.7	3.462
10222	42844.1	130.9	3.735
10223	32297.2	91.7	3.156
10224	30001.4	81.4	2.388
10225	30851.6	73.2	3.784
10226	41291.9	98.2	4.105
10227	31483.4	67	4.053
10228	76462.1	192.2	3.564
10229	32370	96.3	3.009
10230	36186.8	100.8	3.455
10231	54619.5	97.3	4.081
10232	51684.1	207.1	2.321
10233	44707	107.9	3.389
10234	38561.9	84.5	4.055
10235	44125.9	115.1	3.207
10236	35100	105.4	2.836
10237	100029.8	326.3	2.577
10238	42749.2	115.2	3.028
10239	43290	101.6	3.609
10240	30607.2	93.8	2.859
10241	29078.4	95.3	2.714
10242	30709.9	84.2	2.9
10243	35062.3	75.3	3.823
10244	38340.9	94.9	3.939
10245	48028.5	95.2	3.947
10246	55702.4	159.7	2.918
10247	51781.6	123.6	3.569
10248	22080.5	44.9	3.508
10249	43550	103.9	3.433
10250	37700	70	3.366
10251	38049.7	94.8	3.944
10252	46010.9	138.1	3.297
10253	42502.2	112	3.349
10254	25350	67.5	3.272
10255	41943.2	109.2	3.26
10256	24089	52.6	4.023
10257	32966.7	82.5	3.659
10258	32455.8	73.9	3.925
10259	39774.8	96.5	3.628
10260	26579.8	62.7	3.483
10261	78401.7	161.8	4.344
10262	41770.3	94.7	3.931
10263	35293.7	133.5	2.464
10264	42421.6	163.7	2.598
10265	55846.7	114.6	3.635
10266	27942.2	81.1	2.607
10267	66125.8	143.4	3.869
10268	59850.7	136.6	3.324
10269	45043.7	91.3	4.264
10270	23874.5	46.2	4.065
10271	31236.4	86.7	3.071
10272	48889.1	156	3.139
10273	83521.1	202.1	3.735
10274	35413.3	136.5	2.02
10275	35991.8	83.3	3.545
10276	52911.3	123.9	3.945
10277	23881	51.3	3.776
10278	45440.2	110.4	3.388
10279	41966.6	104.8	3.896
10280	56239.3	113.5	3.979
10281	50440	162.2	2.602
10282	53856.4	159.1	2.759
10283	63538.8	171	3.196
10284	30574.7	118	2.303
10285	29370.9	64.1	3.689
10286	25338.3	51.3	3.483
10287	39265.2	133.3	2.818
10288	70952.7	181.2	3.481
10289	44064.8	110.1	3.778
10290	39507	72.9	4.235
10291	26856.7	72.8	3.092
10292	54423.2	175.5	3.154
10293	33114.9	55.7	3.86
10294	90226.5	158.1	4.236
10295	50683.1	146.9	3.242
10296	41451.8	74.5	4.498
10297	33100.6	81.3	4.045
10298	23761.4	53.6	3.858
10299	28581.8	75.5	3.255
10300	29616.6	51.9	3.909
10301	48855.3	96.1	4.896
10302	42612.7	102.5	3.839
10303	46940.4	130.7	3.119
10304	61457.5	174.3	2.857
10305	35930.7	73.7	3.696
10306	30448.6	52.2	3.816
10307	46094.1	94.4	3.061
10308	65232.7	158	4.13
10309	50298.3	102.6	3.728
10310	38405.9	72.9	3.638
10311	56993.3	145.2	3.714
10312	29419	59.4	3.731
10313	81900	163.9	4.282
10314	84500	249.8	3.267
10315	32216.6	79.8	3.895
10316	66699.1	166.1	4.106
10317	77811.5	157.9	4.162
10318	60830.9	206.7	2.698
10319	37440	97	3.706
10320	34010.6	86	3.456
10321	47897.2	107.5	4.26
10322	47281	138.9	3.693
10323	33763.6	144.4	1.954
10324	23507.9	59.1	2.257
10325	30800.9	63.8	3.722
10326	72212.4	127.4	4.757
10327	32284.2	96.1	2.98
10328	19890	28.3	4.104
10329	27007.5	61.2	3.929
10330	28046.2	57.7	4.069
10331	34021	72.2	3.064
10332	31135	52.9	4.148
10333	33475	82.9	3.219
10334	65000	156.4	3.919
10335	38851.8	95.2	3.474
10336	38322.7	51.7	3.482
10337	34031.4	108.4	3.393
10338	108238	205.3	4.074
10339	30262.7	100.2	2.876
10340	27300	57.2	3.692
10341	58176.3	132.7	4.052
10342	44349.5	115.7	3.119
10343	49279.1	96.2	3.908
10344	31164.9	54	4.216
10345	35016.8	70.3	4.02
10346	35230	81.4	3.839
10347	69171.7	156.2	4.029
10348	31939.7	75.3	3.449
10349	31200	98.2	3.05
10350	37050	96.9	3.147
10351	37970.4	89.1	3.485
10352	92082.9	210	2.468
10353	42341	117.7	2.783
10354	21695.7	47.5	3.503
10355	42250	108.5	3.561
10356	39569.4	100.9	3.21
10357	46651.8	122	3.295
10358	63544	188.1	2.874
10359	31391.1	71.6	3.529
10360	39373.1	111.1	3.257
10361	30513.6	63	4.065
10362	22874.8	55.7	3.191
10363	34028.8	106	2.836
10364	34190	82.7	3.976
10365	59114.9	129.5	3.859
10366	56618.9	108.1	3.741
10367	31970.9	89	3.432
10368	36251.8	84.1	4.016
10369	32306.3	56.4	3.273
10370	36754.9	93.6	3.419
10371	41590.9	104.4	3.263
10372	45857.5	100	4.243
10373	35451	94.8	3.483
10374	45747	110.4	4.039
10375	51860.9	95.6	4.33
10376	29889.6	70.7	4.056
10377	61356.1	122.4	3.757
10378	32984.9	73.5	3.263
10379	40142.7	74.4	4.409
10380	33800	106.2	2.799
10381	33781.8	79.8	2.734
10382	36627.5	74.5	3.78
10383	69413.5	199	3.382
10384	61769.5	114	4.244
10385	58500	194.9	2.616
10386	35942.4	98.8	3.292
10387	27099.8	79.9	2.979
10388	53870.7	109.9	3.895
10389	39663	99	3.818
10390	81229.2	172.9	3.536
10391	40830.4	86.4	3.817
10392	40557.4	95.1	4.136
10393	52178.1	111.9	4.056
10394	42645.2	103.4	4.066
10395	49272.6	96.2	4.221
10396	34115.9	89.4	3.667
10397	63493.3	144.5	4.153
10398	47710	123.9	3.16
10399	36372.7	76	4.235
10400	76905.4	121.9	4.186
10401	31541.9	91.1	2.753
10402	36459.8	94.2	4.017
10403	88327.2	218.9	3.14
10404	56087.2	172.7	2.843
10405	23400	90	1.94
10406	28918.5	50.5	3.856
10407	39604.5	89.5	2.871
10408	40917.5	88.3	3.015
10409	38602.2	79.6	3.35
10410	30420	76.9	4.063
10411	52115.7	119.5	3.921
10412	74341.8	162	4.221
10413	65756.6	133.5	4.156
10414	54176.2	134.3	3.419
10415	44110.3	99.5	3.449
10416	32344	96.3	4.011
10417	43797	85.9	4.602
10418	53931.8	194.9	2.359
10419	26731.9	89.4	2.561
10420	42861	144.7	2.639
10421	23991.5	58.8	2.898
10422	32609.2	83.2	3.637
10423	21056.1	58.1	3.12
10424	55400.8	164	3.055
10425	35453.6	102.2	2.72
10426	46079.8	121	3.542
10427	30550	79.5	3.189
10428	78000	218	3.35
10429	25755.6	91.1	2.416
10430	38350	93.4	3.938
10431	63050	133.3	4.07
10432	65622.7	239.9	2.221
10433	35714.9	86.8	3.842
10434	32453.2	82.1	3.314
10435	34736	76	4.487
10436	70083	150.4	4.62
10437	33181.2	65.2	3.275
10438	27643.2	56.4	3.237
10439	24150.1	64.1	3.324
10440	35081.8	86.1	3.767
10441	41572.7	100.2	3.744
10442	51594.4	114.6	4.066
10443	45353.1	119.1	3.693
10444	32308.9	91.9	3.286
10445	33865	84.1	4.017
10446	37226.8	109.1	3.407
10447	36238.8	83.4	3.803
10448	46606.3	98.8	4.044
10449	22709.7	64.9	3.275
10450	28720.9	75.1	3.137
10451	36760.1	89.6	3.434
10452	32492.2	82.4	3.38
10453	53268.8	187.6	2.392
10454	33642.7	75.9	3.599
10455	30950.4	82.1	3.254
10456	41593.5	75.1	4.541
10457	17607.2	51.6	3.011
10458	40281.8	79.8	3.89
10459	35087	102.1	2.96
10460	50700	98.3	4.584
10461	57194.8	155.5	3.341
10462	54541.5	112.9	4.362
10463	36133.5	83.1	4.191
10464	32280.3	73.7	3.597
10465	33543.9	61.8	3.673
10466	61512.1	113.5	4
10467	29022.5	80.4	2.782
10468	58471.4	121.1	3.467
10469	37271	83.6	4.312
10470	50709.1	141.5	2.769
10471	33121.4	89	3.23
10472	37412.7	100.8	3.79
10473	35005.1	89.5	3.704
10474	44580.9	153.3	2.344
10475	43153.5	127.5	3.387
10476	29211	92.9	3.064
10477	33127.9	74.7	3.026
10478	51070.5	135.5	3.538
10479	31110.3	73.8	3.977
10480	86242	198.8	3.903
10481	55684.2	113.1	4.636
10482	33997.6	115.5	2.67
10483	50310	135.8	3.179
10484	65572	187	3.094
10485	25992.2	53.4	4.228
10486	74071.4	196.8	3.557
10487	70800.6	170	3.787
10488	53882.4	130.9	3.503
10489	31816.2	77.4	3.521
10490	25326.6	66.1	3.493
10491	44460	99	4.247
10492	29155.1	110.4	2.358
10493	32648.2	96.8	2.801
10494	27865.5	82.1	2.971
10495	59594.6	129.5	4.173
10496	46521.8	116.5	3.93
10497	48499.1	132.6	3.582
10498	39807.3	103.6	3.143
10499	53459.9	130.3	3.435
10500	75914.8	176	3.955
10501	29468.4	86.4	2.82
10502	46641.4	114	4.003
10503	45691.1	110.4	3.476
10504	54776.8	95.6	3.568
10505	35722.7	77.9	3.773
10506	59467.2	116.7	3.727
10507	30193.8	51.9	4.44
10508	33121.4	56.8	4.034
10509	50306.1	116.4	4.184
10510	36939.5	96.7	3.643
10511	38897.3	89.6	4.266
10512	24527.1	55.3	4.086
10513	33789.6	59.3	3.512
10514	30776.2	80.4	2.764
10515	32766.5	77.9	2.69
10516	47882.9	122	2.275
10517	57722.6	116.9	3.359
10518	39750.1	115.5	3.206
10519	49055.5	154.9	2.737
10520	33144.8	86.9	3.014
10521	40010.1	106.3	3.544
10522	41161.9	91.2	3.955
10523	36258.3	76.3	3.974
10524	63304.8	143	4.058
10525	79762.8	187	3.577
10526	37640.2	112	2.92
10527	44850	101.4	2.894
10528	38324	94.1	4
10529	20138.3	58.9	3.205
10530	23387	65	3.58
10531	69241.9	203.9	3.042
10532	54509	109.6	3.639
10533	40700.4	89.4	3.363
10534	63202.1	154.4	3.907
10535	67710.5	175.7	3.109
10536	35869.6	67.8	3.323
10537	79868.1	187	3.854
10538	31744.7	80	3.77
10539	79898	173	4.089
10540	38600.9	88.4	4.123
10541	62215.4	96	3.793
10542	25663.3	46.1	3.681
10543	33728.5	83.4	3.687
10544	30624.1	81.7	3.273
10545	27692.6	67	3.886
10546	62254.4	159.1	3.323
10547	87353.5	129.6	4.011
10548	49494.9	120.7	4.086
10549	56875	156.7	3.371
10550	31415.8	101	2.486
10551	33482.8	64	3.317
10552	31454.8	87.2	2.876
10553	28522	50.7	4.478
10554	25350	70.6	2.876
10555	36400	104.2	3.235
10556	31571.8	75.2	4.05
10557	31796.7	89.2	3.482
10558	51610	135.8	3.453
10559	42789.5	96.7	3.819
10560	37303.5	119.3	2.865
10561	22076.6	55.7	3.623
10562	17215.9	47.7	3.206
10563	30550	76.9	2.946
10564	37022.7	82.1	4.216
10565	33620.6	101.4	3.133
10566	14856.4	22.6	3.756
10567	40822.6	76.6	3.691
10568	30518.8	55.6	4.185
10569	34569.6	89.6	3.656
10570	45463.6	125	3.173
10571	54176.2	179.7	2.444
10572	33737.6	79.3	3.801
10573	22100	63.2	3.037
10574	44571.8	114	3.177
10575	45683.3	114	3.317
10576	69451.2	145.4	4.038
10577	57005	125.8	4.027
10578	32605.3	74.2	3.736
10579	57434	99.5	4.294
10580	50068.2	139.9	3.222
10581	51847.9	85.3	3.644
10582	39780	82.9	3.957
10583	33116.2	101.1	2.719
10584	33581.6	87	3.47
10585	57703.1	120.1	3.525
10586	28841.8	63.7	3.173
10587	28571.4	89.2	2.719
10588	51268.1	138	3.277
10589	37937.9	96.1	3.206
10590	27505.4	65.8	3.779
10591	40284.4	86.2	3.542
10592	90048.4	140.2	4.497
10593	32102.2	79.6	3.918
10594	30394	77.2	2.8
10595	50014.9	117.5	3.799
10596	31489.9	54	3.838
10597	50319.1	102.2	3.996
10598	34542.3	88.4	3.584
10599	36275.2	102.9	3.09
10600	31036.2	85.3	3.408
10601	47842.6	85.1	4.124
10602	69724.2	147.9	3.596
10603	49112.7	116	3.65
10604	62166	142.1	3.377
10605	69837.3	166	3.467
10606	42809	99	3.796
10607	85057.7	156.4	3.695
10608	38425.4	102.7	3.219
10609	63629.8	156.1	3.541
10610	29493.1	91.9	2.887
10611	34944	86.1	4.054
10612	31850	67	3.721
10613	23790	60.3	3.741
10614	32992.7	60.5	3.42
10615	32857.5	92.4	3.512
10616	36485.8	83	3.602
10617	25567.1	45.3	3.385
10618	108850.3	290.3	3.101
10619	38148.5	104	3.245
10620	52835.9	165	2.711
10621	33972.9	85.9	3.159
10622	27684.8	66.5	3.657
10623	74672	176	3.671
10624	27527.5	57	3.677
10625	141384.1	157.7	4.245
10626	40506.7	90.2	2.936
10627	35414.6	94.1	3.153
10628	44733	80.3	3.571
10629	38340.9	101.7	3.538
10630	32481.8	83.8	3.596
10631	62953.8	151.6	4.2
10632	35995.7	92.2	3.718
10633	60950.5	150.9	3.86
10634	38346.1	65.2	3.712
10635	37375	85.7	3.802
10636	55591.9	205	2.541
10637	24303.5	51.8	3.688
10638	26000	84.1	2.815
10639	26695.5	88.4	2.769
10640	41303.6	94.6	3.789
10641	32475.3	71.7	2.799
10642	36093.2	107.1	2.872
10643	30743.7	43.3	3.533
10644	68789.5	204.4	3.001
10645	21845.2	65	3.218
10646	81250	219.8	3.472
10647	35660.3	83.3	3.853
10648	31058.3	64.2	3.951
10649	46645.3	85.7	4.819
10650	78009.1	194.9	3.511
10651	38311	99	3.712
10652	25649	63.2	3.186
10653	47954.4	133.2	2.926
10654	38615.2	83.6	3.866
10655	34339.5	94	3.69
10656	59493.2	121.5	3.834
10657	40281.8	106.1	3.376
10658	26644.8	71	3.055
10659	33491.9	59.4	4.267
10660	42737.5	119.5	3.002
10661	85949.5	215.3	3.186
10662	40240.2	102.6	3.585
10663	8950.5	33	2.193
10664	10602.8	38.6	2.351
10665	36827.7	123.6	2.949
10666	43914	111	3.786
10667	46767.5	124.7	3.06
10668	66992.9	97	4.473
10669	55920.8	96.8	4.324
10670	55863.6	159.6	3.397
10671	46131.8	115.8	3.911
10672	64350	203.6	3.151
10673	23497.5	56.1	2.778
10674	33792.2	76.5	4.223
10675	37627.2	77	3.655
10676	25623	72	3.38
10677	28581.8	110.9	2.055
10678	28470	69.7	3.862
10679	33506.2	98.3	3.266
10680	72047.3	177.3	3.662
10681	41795	78.7	3.464
10682	51786.8	95.8	3.694
10683	45687.2	82.8	3.795
10684	61215.7	163.5	3.239
10685	26494	64.6	3.843
10686	31200	87.5	2.658
10687	58854.9	131	3.866
10688	25030.2	45.8	4.494
10689	46720.7	146.7	2.887
10690	25972.7	71.2	2.923
10691	29770	97.4	2.591
10692	58975.8	113.5	4.042
10693	24700	68.8	3.053
10694	28817.1	76.8	3.896
10695	31235.1	86.9	3.446
10696	32562.4	98.6	2.728
10697	28398.5	64.2	3.545
10698	43507.1	89.4	3.167
10699	40376.7	73.1	4.07
10700	57705.7	114.5	3.888
10701	33140.9	61.9	4.064
10702	63687	126.7	4.021
10703	44844.8	83.5	4.125
10704	45463.6	134	3.339
10705	53959.1	136	3.622
10706	41509	97.3	3.685
10707	61740.9	131.8	3.944
10708	23493.6	54.2	3.529
10709	22080.5	50.6	3.743
10710	22360	47.7	3.867
10711	25335.7	85.7	2.232
10712	35471.8	90.4	3.296
10713	38851.8	98.2	3.816
10714	34749	96.5	3.161
10715	31443.1	82.4	3.113
10716	32328.4	101.2	2.924
10717	49136.1	103.2	4.191
10718	44786.3	100	4.211
10719	102425.7	226.1	4.063
10720	28386.8	67	4.164
10721	31197.4	96.9	3.043
10722	53586	148.9	3.28
10723	42204.5	82.9	3.682
10724	26421.2	52	4.265
10725	42770	87.6	3.88
10726	68753.1	181.4	3.917
10727	81237	229.8	3.27
10728	35094.8	104.2	2.989
10729	37560.9	86.4	3.777
10730	31976.1	87.4	3.454
10731	44848.7	108.1	3.393
10732	24250.2	43.6	4.08
10733	36948.6	97.6	3.65
10734	39891.8	82.5	3.714
10735	43137.9	101.8	3.809
10736	30312.1	71.5	4.106
10737	34347.3	79.4	3.925
10738	40227.2	101.7	4
10739	40523.6	95.2	3.946
10740	50555.7	145.3	3.082
10741	70200	189.2	2.438
10742	21450	48	3.923
10743	105667.9	257	3.455
10744	31059.6	79.6	3.747
10745	44812.3	112.6	3.65
10746	43769.7	150.1	2.665
10747	33781.8	75.2	3.977
10748	27548.3	78.1	3.238
10749	24861.2	68.1	2.763
10750	36140	165	1.863
10751	73841.3	177.2	3.5
10752	23985	47.6	3.97
10753	91310.7	201.9	3.611
10754	30721.6	76.8	3.438
10755	37008.4	104.7	3.063
10756	23634	50.1	3.611
10757	47884.2	132.8	3.355
10758	54615.6	91.6	4.121
10759	62006.1	129	4.394
10760	36159.5	101.4	3.266
10761	30148.3	57.7	3.829
10762	38066.6	82.1	3.919
10763	54424.5	147.1	3.447
10764	50619.4	153.3	3.044
10765	36900.5	81.2	4.057
10766	27509.3	56.4	3.662
10767	24089	52.7	3.486
10768	37147.5	83.1	3.672
10769	52980.2	121.1	3.954
10770	34301.8	79.3	3.876
10771	67405	179.8	3.121
10772	25857	70.1	3.439
10773	32763.9	73.2	3.526
10774	48009	180.2	2.016
10775	58315.4	162.8	3.35
10776	41594.8	97.4	4.237
10777	25807.6	52	4.278
10778	34145.8	105.6	3.32
10779	21694.4	48.5	4.078
10780	43967.3	108	3.999
10781	25350	46.7	3.677
10782	29846.7	85.5	3.115
10783	31292.3	58.2	3.83
10784	45284.2	77.7	3.906
10785	29113.5	76	3.782
10786	46800	116.3	3.628
10787	65715	133	4.113
10788	60996	133	4.211
10789	25574.9	58.7	3.771
10790	61367.8	165.9	3.367
10791	46997.6	120.7	3.733
10792	60478.6	208.9	2.797
10793	44778.5	99.7	3.709
10794	42177.2	125.1	3.029
10795	46767.5	164.5	2.5
10796	41980.9	126.3	3.09
10797	64894.7	225	2.573
10798	21422.7	48.4	3.365
10799	68252.6	201.9	2.966
10800	52650	117.1	3.628
10801	32783.4	73.7	3.805
10802	35267.7	76.6	3.936
10803	37867.7	89.5	3.697
10804	59744.1	129.5	4.639
10805	32363.5	53.1	3.703
10806	46042.1	100.9	3.672
10807	28330.9	87	2.874
10808	70252	142.7	3.799
10809	38312.3	125.7	2.979
10810	45432.4	119.2	2.291
10811	33384	106.7	2.69
10812	41394.6	85.4	4.602
10813	27300	56.4	3.364
10814	47009.3	128.6	3.43
10815	25893.4	59.2	4.211
10816	40103.7	74.3	3.613
10817	58614.4	151.1	3.688
10818	119576.6	219	4.371
10819	40281.8	110.6	3.157
10820	38972.7	109.2	3.329
10821	117829.4	308.1	3.403
10822	46800	129.8	3.544
10823	81536	218.4	3.656
10824	47096.4	100.3	3.59
10825	31058.3	72	2.583
10826	43845.1	90.8	3.858
10827	35002.5	100.4	2.864
10828	26397.8	89.2	2.504
10829	34404.5	85.2	3.822
10830	31200	81.7	3.546
10831	31850	59.9	3.631
10832	58445.4	120.8	4.331
10833	25346.1	47.2	4.211
10834	31718.7	96.7	3.01
10835	31335.2	69	4.053
10836	19041.1	84.4	1.693
10837	46800	120.6	3.834
10838	57047.9	149	2.905
10839	32015.1	51.2	3.743
10840	31560.1	69.5	4.171
10841	31843.5	81.9	3.289
10842	34196.5	74	4.253
10843	61713.6	105.7	3.82
10844	32299.8	79	3.5
10845	60379.8	157.8	3.267
10846	22098.7	52.6	3.55
10847	24917.1	60.9	3.441
10848	64777.7	211	2.693
10849	41052.7	85	4.116
10850	33086.3	94.5	3.141
10851	52525.2	148.5	3.204
10852	29710.2	97.4	2.446
10853	49583.3	118.1	3.841
10854	23372.7	60.4	3.415
10855	34091.2	90.5	3.253
10856	26100.1	71.6	3.314
10857	44179.2	118.3	3.364
10858	46233.2	89.6	4.058
10859	31063.5	82.2	3.631
10860	34388.9	122.7	2.733
10861	59452.9	146.4	3.867
10862	38730.9	56.8	4.077
10863	39000	114.7	2.939
10864	44562.7	93.7	4.576
10865	22590.1	55.8	3.667
10866	41810.6	101.7	3.434
10867	60626.8	233.8	2.306
10868	30637.1	68.1	3.811
10869	77487.8	186.2	3.391
10870	40660.1	98	3.867
10871	25851.8	103.1	2.228
10872	27944.8	73.4	3.31
10873	29881.8	86.7	3.032
10874	34931	97	3.465
10875	37688.3	87.8	3.91
10876	27420.9	76.9	3.187
10877	39273	117.8	3.455
10878	39650	73.4	3.886
10879	32865.3	89.5	3.456
10880	36034.7	94.9	3.139
10881	75075	193.1	3.319
10882	94900	226.6	3.127
10883	34310.9	133.6	2.238
10884	48750	109.8	3.751
10885	43598.1	114.9	3.749
10886	32351.8	102.7	2.916
10887	93081.3	262.9	2.958
10888	38205.7	84.8	3.957
10889	21970	52.2	3.362
10890	30850.3	62.7	4.154
10891	64851.8	197.2	2.887
10892	42331.9	104.3	3.824
10893	49286.9	120.7	4.118
10894	25851.8	56	3.988
10895	58163.3	91.1	4.426
10896	26891.8	70.7	3.374
10897	38214.8	106	3.139
10898	36050.3	86.5	3.297
10899	38205.7	63.2	3.727
10900	75076.3	144.9	4.066
10901	22716.2	56.2	3.09
10902	29494.4	73.5	3.581
10903	36901.8	88	3.434
10904	31404.1	77.6	3.805
10905	31590	87.8	3.37
10906	21970	44.9	3.727
10907	34053.5	84.4	3.543
10908	46593.3	122	3.431
10909	67068.3	171.5	3.217
10910	71906.9	107.6	4.411
10911	34446.1	77.3	3.48
10912	36700.3	72.2	3.804
10913	51872.6	148.4	2.974
10914	31041.4	70	3.957
10915	40194.7	108.4	3.624
10916	57590	113.5	3.636
10917	35594	111.7	3.133
10918	30750.2	68.9	4.214
10919	42844.1	143.2	1.819
10920	41752.1	107.3	3.197
10921	60078.2	130.3	4.004
10922	41535	90.1	3.699
10923	28210	69.8	3.682
10924	50267.1	142	2.897
10925	39891.8	107.9	3.136
10926	40950	116.2	3.402
10927	29056.3	91.1	2.505
10928	33793.5	63.5	4.008
10929	48678.5	156.9	2.649
10930	175394.7	196.4	4.651
10931	63479	140.4	4.15
10932	52323.7	103.5	3.773
10933	34846.5	70.6	3.803
10934	29226.6	72.7	3.669
10935	33958.6	100.2	3.056
10936	65291.2	204.2	3.265
10937	32217.9	90.7	3.122
10938	35207.9	95.4	3.919
10939	61867	129.2	3.784
10940	31038.8	64.5	3.975
10941	50105.9	134.6	3.63
10942	58758.7	180.3	2.968
10943	45630	96.5	3.443
10944	55822	134.6	3.399
10945	45784.7	203.4	2.023
10946	47552.7	125.9	3.684
10947	56392.7	118.4	3.744
10948	39434.2	97.9	3.43
10949	27602.9	91.6	2.472
10950	29344.9	68.4	3.111
10951	47153.6	111.2	3.615
10952	96512	264.5	2.977
10953	24601.2	50.3	4.391
10954	41116.4	95.2	3.659
10955	65648.7	240.9	2.391
10956	23790	65	3.591
10957	38291.5	96.5	3.503
10958	49215.4	128.6	3.551
10959	39068.9	90.9	3.759
10960	31764.2	88.4	3.076
10961	42231.8	105.8	3.634
10962	45984.9	110.1	3.429
10963	40118	98.9	3.315
10964	57281.9	124.7	3.55
10965	70046.6	130.4	3.682
10966	53803.1	146.3	3.54
10967	46800	160	2.724
10968	38802.4	90.7	3.815
10969	108860.7	222.4	4.509
10970	36381.8	133.3	2.19
10971	29896.1	92.1	2.687
10972	26850.2	76.9	3.062
10973	64823.2	142.7	3.406
10974	35072.7	112.6	3.003
10975	45500	101.9	4.282
10976	49727.6	111.1	3.782
10977	29196.7	82.5	3.107
10978	51168	82.5	3.655
10979	31818.8	96.4	2.82
10980	60352.5	136.8	4.036
10981	20800	62.6	2.68
10982	72085	180	3.278
10983	40365	89.9	3.683
10984	23996.7	38	3.617
10985	42719.3	114.8	3.768
10986	74075.3	150.9	3.554
10987	38733.5	108.1	3.283
10988	32221.8	88.5	3.382
10989	113551.1	191.4	3.828
10990	51112.1	128.6	3.924
10991	29240.9	59	3.978
10992	35441.9	96.3	3.106
10993	35089.6	76.2	4.101
10994	50031.8	102.9	4.308
10995	20800	41.6	3.745
10996	27939.6	74.4	3.565
10997	26491.4	56.9	3.884
10998	54563.6	156.4	3.028
10999	73882.9	192	3.7
11000	25580.1	42.1	3.596
11001	36140	90.6	3.235
11002	35532.9	82.8	3.493
11003	70816.2	233.1	2.555
11004	20098	67.2	2.589
11005	38833.6	103.5	3.387
11006	41815.8	129.2	3.02
11007	110267.3	205.4	4.371
11008	53170	118.5	3.552
11009	61920.3	162.4	3.616
11010	31180.5	55.1	3.243
11011	31185.7	90.1	2.931
11012	29660.8	52	4.415
11013	42250	71.9	3.881
11014	72800	115.7	3.416
11015	25520.3	41.5	3.858
11016	84305	176.9	3.774
11017	62010	147.8	4.08
11018	49400	109	3.923
11019	31288.4	96.8	2.506
11020	34691.8	100.8	3.244
11021	24902.8	55.1	3.132
11022	71338.8	255.7	2.708
11023	36301.2	84.9	3.811
11024	25981.8	83.2	3.058
11025	50403.6	108.8	3.629
11026	30540.9	58.7	4.289
11027	39499.2	99.7	3.444
11028	31094.7	70.9	2.755
11029	59627.1	168.5	3.326
11030	44974.8	116.3	3.032
11031	114583.3	189.5	4.312
11032	64647.7	124.8	4.78
11033	44934.5	119.1	3.678
11034	54076.1	102.7	4.421
11035	32711.9	69.8	3.952
11036	30889.3	47.7	3.632
11037	40300	120	2.059
11038	29370.9	62.4	3.64
11039	31098.6	53.3	3.761
11040	46638.8	74	3.386
11041	63874.2	138.6	3.606
11042	48053.2	93.7	3.146
11043	42872.7	114	3.227
11044	136379.1	289.1	2.838
11045	48714.9	141.9	3.199
11046	33391.8	89	3.441
11047	55881.8	127.5	3.967
11048	26417.3	83.7	3.002
11049	43680	109.5	3.536
11050	72781.8	162.8	2.625
11051	35672	94.9	3.75
11052	57150.6	130.7	3.839
11053	53909.7	119.6	3.633
11054	66267.5	224.2	2.473
11055	84137.3	271.3	2.674
11056	59897.5	151.1	3.565
11057	45285.5	125	3.271
11058	84364.8	246.2	2.942
11059	33763.6	80.3	3.901
11060	31200	71.9	3.757
11061	34561.8	79.7	3.933
11062	63493.3	183.2	2.8
11063	34368.1	78	3.843
11064	44259.8	98.8	4.045
11065	66918.8	175.7	3.139
11066	110500	264.8	2.873
11067	30912.7	59	3.598
11068	55876.6	153.2	3.495
11069	56550	120.7	4.149
11070	67195.7	157.7	3.656
11071	33572.5	78.8	3.533
11072	34905	103.8	2.81
11073	51823.2	185.9	2.398
11074	48852.7	120.5	3.436
11075	61066.2	127.4	3.832
